APVA Destination Robustness Study v0.1 - NQ
================================================================================================
Instrument: NQ
Input path(s): .\Evidence\NQ\NQ_5 Minute_apva_bar_evidence_v01.csv
Destination event count: 57

1. Baseline Signature Table
DestinationFamily | Signal | Horizon | EffectSize | ReplicationCount | Direction | Rank
ReassertionProcessing | TrueRangeRelativeToPrevious | t-2 | -0.1248 | 0 | Negative | 30
ReassertionProcessing | VolumeRelativeToSessionMean | t-3 | -0.1216 | 0 | Negative | 31
ReassertionProcessing | RangeRelativeToPrevious | t-5 | -0.1197 | 0 | Negative | 32
ReassertionProcessing | TrueRangeRelativeToPrevious | t-5 | -0.1197 | 0 | Negative | 33
ReassertionProcessing | BranchEntropy | t-2 | 0.1157 | 0 | Positive | 34
ReassertionProcessing | MemoryStrength | t-2 | -0.1157 | 0 | Negative | 35
ReassertionProcessing | CloseLocation | t-1 | 0.1151 | 0 | Positive | 36
ReassertionProcessing | EfficiencyRatio | t-3 | 0.0740 | 0 | Positive | 37
ReassertionProcessing | CloseLocation | t-2 | -0.0693 | 0 | Negative | 38
ReassertionProcessing | PolarityFlipFlag | t-5 | -0.0684 | 0 | Negative | 39
ReassertionProcessing | PolarityFlipFlag | t-2 | 0.0400 | 0 | Positive | 40
ReassertionProcessing | MemoryStrength | t-3 | -0.0298 | 0 | Negative | 41
ReassertionProcessing | BranchEntropy | t-3 | 0.0116 | 0 | Positive | 42
ReassertionProcessing | MemoryStrength | t-1 | 0.0000 | 0 | Flat | 43
ReassertionProcessing | BranchEntropy | t-1 | 0.0000 | 0 | Flat | 44
RecoveryResolution | RangeRelativeToPrevious | t-1 | 3.4793 | 1 | Positive | 1
RecoveryResolution | TrueRangeRelativeToPrevious | t-1 | 3.4753 | 1 | Positive | 2
RecoveryResolution | VolumeRelativeToPrevious | t-1 | 2.5439 | 1 | Positive | 3
RecoveryResolution | BodyRelativeToPrevious | t-1 | 1.6167 | 1 | Positive | 4
RecoveryResolution | VolumeRelativeToRollingMean | t-1 | 1.5568 | 1 | Positive | 5
RecoveryResolution | CloseLocation | t-3 | -1.5534 | 1 | Negative | 6
RecoveryResolution | EfficiencyRatio | t-2 | -1.4879 | 1 | Negative | 7
RecoveryResolution | PolarityFlipFlag | t-2 | 1.4402 | 1 | Positive | 8
RecoveryResolution | EfficiencyRatio | t-3 | -1.3158 | 1 | Negative | 9
RecoveryResolution | VolumeRelativeToSessionMean | t-1 | 1.0258 | 1 | Positive | 10
RecoveryResolution | VolumeRelativeToRollingMean | t-5 | 0.9875 | 1 | Positive | 11
RecoveryResolution | EfficiencyRatio | t-1 | 0.8697 | 1 | Positive | 12
RecoveryResolution | RangeRelativeToPrevious | t-5 | -0.7617 | 1 | Negative | 13
RecoveryResolution | TrueRangeRelativeToPrevious | t-5 | -0.7617 | 1 | Negative | 14
RecoveryResolution | VolumeRelativeToPrevious | t-2 | -0.7263 | 1 | Negative | 15
RecoveryResolution | CloseLocation | t-1 | -0.7127 | 1 | Negative | 16
RecoveryResolution | BodyRelativeToPrevious | t-3 | -0.6859 | 1 | Negative | 17
RecoveryResolution | MemoryStrength | t-5 | -0.6858 | 1 | Negative | 18
RecoveryResolution | TrueRangeRelativeToPrevious | t-3 | -0.6672 | 1 | Negative | 19
RecoveryResolution | RangeRelativeToPrevious | t-3 | -0.6654 | 1 | Negative | 20
RecoveryResolution | VolumeRelativeToRollingMean | t-3 | 0.6550 | 1 | Positive | 21
RecoveryResolution | BodyRelativeToPrevious | t-2 | -0.5606 | 1 | Negative | 22
RecoveryResolution | VolumeRelativeToSessionMean | t-5 | 0.5118 | 1 | Positive | 23
RecoveryResolution | BodyRelativeToPrevious | t-5 | -0.4741 | 1 | Negative | 24
RecoveryResolution | TrueRangeRelativeToPrevious | t-2 | -0.4578 | 1 | Negative | 25
RecoveryResolution | RangeRelativeToPrevious | t-2 | -0.4571 | 1 | Negative | 26
RecoveryResolution | VolumeRelativeToSessionMean | t-2 | -0.3248 | 1 | Negative | 27
RecoveryResolution | MemoryStrength | t-2 | 0.3167 | 1 | Positive | 28
RecoveryResolution | BranchEntropy | t-2 | -0.3167 | 1 | Negative | 29
RecoveryResolution | EfficiencyRatio | t-5 | -0.3162 | 1 | Negative | 30
RecoveryResolution | CloseLocation | t-2 | -0.2556 | 1 | Negative | 31
RecoveryResolution | VolumeRelativeToSessionMean | t-3 | 0.2422 | 0 | Positive | 32
RecoveryResolution | VolumeRelativeToPrevious | t-3 | -0.2104 | 0 | Negative | 33
RecoveryResolution | PolarityFlipFlag | t-3 | -0.2020 | 0 | Negative | 34
RecoveryResolution | VolumeRelativeToRollingMean | t-2 | -0.1741 | 0 | Negative | 35
RecoveryResolution | PolarityFlipFlag | t-5 | -0.1647 | 0 | Negative | 36
RecoveryResolution | BranchEntropy | t-3 | 0.1134 | 0 | Positive | 37
RecoveryResolution | PolarityFlipFlag | t-1 | 0.0911 | 0 | Positive | 38
RecoveryResolution | VolumeRelativeToPrevious | t-5 | 0.0891 | 0 | Positive | 39
RecoveryResolution | MemoryStrength | t-3 | -0.0458 | 0 | Negative | 40
RecoveryResolution | CloseLocation | t-5 | -0.0308 | 0 | Negative | 41
RecoveryResolution | BranchEntropy | t-5 | -0.0118 | 0 | Negative | 42
RecoveryResolution | MemoryStrength | t-1 | 0.0000 | 0 | Flat | 43
RecoveryResolution | BranchEntropy | t-1 | 0.0000 | 0 | Flat | 44

2. Sample Sufficiency Table
DestinationFamily | Count | Count_6E | Count_CL | Count_NQ | MinInstrumentCount | MaxInstrumentShare | EffectiveInstrumentCount | SampleClass
CompressionProcessing | 5 | 0 | 0 | 5 | 5 | 100.00% | 1 | SparseSample
MixedStructure | 17 | 0 | 0 | 17 | 17 | 100.00% | 1 | SparseSample
ReassertionProcessing | 25 | 0 | 0 | 25 | 25 | 100.00% | 1 | SparseSample
RecoveryResolution | 2 | 0 | 0 | 2 | 2 | 100.00% | 1 | SparseSample
ExhaustionPersistence | 6 | 0 | 0 | 6 | 6 | 100.00% | 1 | SparseSample
ConstructiveEmergence | 2 | 0 | 0 | 2 | 2 | 100.00% | 1 | SparseSample
DestructiveRotation | 0 | 0 | 0 | 0 | 0 | 0.00% | 0 | SparseSample
DecayToNeutral | 0 | 0 | 0 | 0 | 0 | 0.00% | 0 | SparseSample

3. Leave-One-Instrument-Out Table
DestinationFamily | Signal | Horizon | FullEffect | EffectWithout6E | EffectWithoutCL | EffectWithoutNQ | DirectionStable | MaterialStable
RecoveryResolution | RangeRelativeToPrevious | t-1 | 3.4793 | 0.0000 | 0.0000 | 0.0000 | true | false
RecoveryResolution | TrueRangeRelativeToPrevious | t-1 | 3.4753 | 0.0000 | 0.0000 | 0.0000 | true | false
RecoveryResolution | VolumeRelativeToRollingMean | t-1 | 1.5568 | 0.0000 | 0.0000 | 0.0000 | true | false
RecoveryResolution | BodyRelativeToPrevious | t-1 | 1.6167 | 0.0000 | 0.0000 | 0.0000 | true | false
RecoveryResolution | EfficiencyRatio | t-1 | 0.8697 | 0.0000 | 0.0000 | 0.0000 | true | false
ExhaustionPersistence | TrueRangeRelativeToPrevious | t-1 | 3.4520 | 0.0000 | 0.0000 | 0.0000 | true | false
ExhaustionPersistence | RangeRelativeToPrevious | t-1 | 3.4560 | 0.0000 | 0.0000 | 0.0000 | true | false
ExhaustionPersistence | VolumeRelativeToRollingMean | t-1 | 1.3042 | 0.0000 | 0.0000 | 0.0000 | true | false
ExhaustionPersistence | BodyRelativeToPrevious | t-1 | 0.6497 | 0.0000 | 0.0000 | 0.0000 | true | false
ExhaustionPersistence | EfficiencyRatio | t-1 | 1.2222 | 0.0000 | 0.0000 | 0.0000 | true | false
ReassertionProcessing | VolumeRelativeToRollingMean | t-1 | -1.0031 | 0.0000 | 0.0000 | 0.0000 | true | false
ReassertionProcessing | TrueRangeRelativeToPrevious | t-1 | -0.7135 | 0.0000 | 0.0000 | 0.0000 | true | false
ReassertionProcessing | RangeRelativeToPrevious | t-1 | -0.7123 | 0.0000 | 0.0000 | 0.0000 | true | false
MixedStructure | VolumeRelativeToRollingMean | t-3 | 0.4155 | 0.0000 | 0.0000 | 0.0000 | true | false
MixedStructure | RangeRelativeToPrevious | t-3 | 0.5420 | 0.0000 | 0.0000 | 0.0000 | true | false
MixedStructure | TrueRangeRelativeToPrevious | t-3 | 0.5348 | 0.0000 | 0.0000 | 0.0000 | true | false
CompressionProcessing | VolumeRelativeToRollingMean | t-1 | 0.4747 | 0.0000 | 0.0000 | 0.0000 | true | false

4. Instrument Pair Table
DestinationFamily | Signal | Horizon | Effect_6E_CL | Effect_6E_NQ | Effect_CL_NQ | DirectionAgreement | MaterialAgreement
RecoveryResolution | RangeRelativeToPrevious | t-1 | 0.0000 | 3.4793 | 3.4793 | true | true
RecoveryResolution | TrueRangeRelativeToPrevious | t-1 | 0.0000 | 3.4753 | 3.4753 | true | true
RecoveryResolution | VolumeRelativeToRollingMean | t-1 | 0.0000 | 1.5568 | 1.5568 | true | true
RecoveryResolution | BodyRelativeToPrevious | t-1 | 0.0000 | 1.6167 | 1.6167 | true | true
RecoveryResolution | EfficiencyRatio | t-1 | 0.0000 | 0.8697 | 0.8697 | true | true
ExhaustionPersistence | TrueRangeRelativeToPrevious | t-1 | 0.0000 | 3.4520 | 3.4520 | true | true
ExhaustionPersistence | RangeRelativeToPrevious | t-1 | 0.0000 | 3.4560 | 3.4560 | true | true
ExhaustionPersistence | VolumeRelativeToRollingMean | t-1 | 0.0000 | 1.3042 | 1.3042 | true | true
ExhaustionPersistence | BodyRelativeToPrevious | t-1 | 0.0000 | 0.6497 | 0.6497 | true | true
ExhaustionPersistence | EfficiencyRatio | t-1 | 0.0000 | 1.2222 | 1.2222 | true | true
ReassertionProcessing | VolumeRelativeToRollingMean | t-1 | 0.0000 | -1.0031 | -1.0031 | true | true
ReassertionProcessing | TrueRangeRelativeToPrevious | t-1 | 0.0000 | -0.7135 | -0.7135 | true | true
ReassertionProcessing | RangeRelativeToPrevious | t-1 | 0.0000 | -0.7123 | -0.7123 | true | true
MixedStructure | VolumeRelativeToRollingMean | t-3 | 0.0000 | 0.4155 | 0.4155 | true | true
MixedStructure | RangeRelativeToPrevious | t-3 | 0.0000 | 0.5420 | 0.5420 | true | true
MixedStructure | TrueRangeRelativeToPrevious | t-3 | 0.0000 | 0.5348 | 0.5348 | true | true
CompressionProcessing | VolumeRelativeToRollingMean | t-1 | 0.0000 | 0.4747 | 0.4747 | true | true

5. Bootstrap Stability Table
DestinationFamily | Signal | Horizon | MeanEffect | MedianEffect | StdDevEffect | Lower5 | Upper95 | SignStabilityPercent | MaterialStabilityPercent
RecoveryResolution | RangeRelativeToPrevious | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
RecoveryResolution | TrueRangeRelativeToPrevious | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
RecoveryResolution | VolumeRelativeToRollingMean | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
RecoveryResolution | BodyRelativeToPrevious | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
RecoveryResolution | EfficiencyRatio | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
ExhaustionPersistence | TrueRangeRelativeToPrevious | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
ExhaustionPersistence | RangeRelativeToPrevious | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
ExhaustionPersistence | VolumeRelativeToRollingMean | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
ExhaustionPersistence | BodyRelativeToPrevious | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
ExhaustionPersistence | EfficiencyRatio | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
ReassertionProcessing | VolumeRelativeToRollingMean | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
ReassertionProcessing | TrueRangeRelativeToPrevious | t-1 | -0.7305 | -0.7260 | 0.1243 | -0.9248 | -0.5344 | 100.00% | 100.00%
ReassertionProcessing | RangeRelativeToPrevious | t-1 | -0.7101 | -0.7099 | 0.1221 | -0.9057 | -0.5096 | 100.00% | 100.00%
MixedStructure | VolumeRelativeToRollingMean | t-3 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
MixedStructure | RangeRelativeToPrevious | t-3 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
MixedStructure | TrueRangeRelativeToPrevious | t-3 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%
CompressionProcessing | VolumeRelativeToRollingMean | t-1 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.00% | 0.00%

6. Downsample Stability Table
DestinationFamily | Signal | Horizon | DownsampleN | MeanEffect | StdDevEffect | SignStabilityPercent | MaterialStabilityPercent
ReassertionProcessing | TrueRangeRelativeToPrevious | t-1 | 25 | -0.7135 | 0.0000 | 100.00% | 100.00%
ReassertionProcessing | RangeRelativeToPrevious | t-1 | 25 | -0.7123 | 0.0000 | 100.00% | 100.00%

7. Jackknife Table
DestinationFamily | Signal | Horizon | MeanEffect | MinEffect | MaxEffect | SignStabilityPercent | MaterialStabilityPercent
RecoveryResolution | RangeRelativeToPrevious | t-1 | 3.6772 | 3.1934 | 4.1610 | 100.00% | 100.00%
RecoveryResolution | TrueRangeRelativeToPrevious | t-1 | 3.6728 | 3.1893 | 4.1563 | 100.00% | 100.00%
RecoveryResolution | VolumeRelativeToRollingMean | t-1 | 1.5838 | 1.3196 | 1.8479 | 100.00% | 100.00%
RecoveryResolution | BodyRelativeToPrevious | t-1 | 2.3848 | 0.8512 | 3.9185 | 100.00% | 100.00%
RecoveryResolution | EfficiencyRatio | t-1 | 0.9718 | 0.2666 | 1.6769 | 100.00% | 100.00%
ExhaustionPersistence | TrueRangeRelativeToPrevious | t-1 | 3.6150 | 3.1182 | 4.6654 | 100.00% | 100.00%
ExhaustionPersistence | RangeRelativeToPrevious | t-1 | 3.6195 | 3.1218 | 4.6717 | 100.00% | 100.00%
ExhaustionPersistence | VolumeRelativeToRollingMean | t-1 | 1.3056 | 1.2341 | 1.3893 | 100.00% | 100.00%
ExhaustionPersistence | BodyRelativeToPrevious | t-1 | 0.6457 | 0.2579 | 0.8223 | 100.00% | 100.00%
ExhaustionPersistence | EfficiencyRatio | t-1 | 1.2405 | 1.0358 | 1.7050 | 100.00% | 100.00%

8. Outlier Sensitivity Table
DestinationFamily | Signal | Horizon | OriginalEffect | TrimmedEffect | EffectChange | DirectionStable
RecoveryResolution | RangeRelativeToPrevious | t-1 | 3.4793 | 4.7254 | 1.2462 | true
RecoveryResolution | TrueRangeRelativeToPrevious | t-1 | 3.4753 | 4.7164 | 1.2411 | true
RecoveryResolution | VolumeRelativeToRollingMean | t-1 | 1.5568 | 2.7829 | 1.2261 | true
RecoveryResolution | BodyRelativeToPrevious | t-1 | 1.6167 | 2.2534 | 0.6367 | true
RecoveryResolution | EfficiencyRatio | t-1 | 0.8697 | 0.9603 | 0.0906 | true
ExhaustionPersistence | TrueRangeRelativeToPrevious | t-1 | 3.4520 | 4.0221 | 0.5700 | true
ExhaustionPersistence | RangeRelativeToPrevious | t-1 | 3.4560 | 4.0283 | 0.5723 | true
ExhaustionPersistence | VolumeRelativeToRollingMean | t-1 | 1.3042 | 2.4851 | 1.1808 | true
ExhaustionPersistence | BodyRelativeToPrevious | t-1 | 0.6497 | 1.3627 | 0.7130 | true
ExhaustionPersistence | EfficiencyRatio | t-1 | 1.2222 | 1.3319 | 0.1097 | true
ReassertionProcessing | VolumeRelativeToRollingMean | t-1 | -1.0031 | -1.1726 | -0.1695 | true
ReassertionProcessing | TrueRangeRelativeToPrevious | t-1 | -0.7135 | -0.7745 | -0.0609 | true
ReassertionProcessing | RangeRelativeToPrevious | t-1 | -0.7123 | -0.7731 | -0.0608 | true
MixedStructure | VolumeRelativeToRollingMean | t-3 | 0.4155 | 0.4814 | 0.0659 | true
MixedStructure | RangeRelativeToPrevious | t-3 | 0.5420 | 0.5867 | 0.0447 | true
MixedStructure | TrueRangeRelativeToPrevious | t-3 | 0.5348 | 0.5792 | 0.0443 | true
CompressionProcessing | VolumeRelativeToRollingMean | t-1 | 0.4747 | 0.5320 | 0.0573 | true

9. Horizon Stability Table
DestinationFamily | Signal | Effect_t1 | Effect_t2 | Effect_t3 | Effect_t5 | TemporalCoherence
CompressionProcessing | VolumeRelativeToRollingMean | 0.4747 | 0.9824 | 0.7607 | 0.7433 | true
ExhaustionPersistence | BodyRelativeToPrevious | 0.6497 | -0.4824 | -0.0235 | -0.1003 | true
ExhaustionPersistence | EfficiencyRatio | 1.2222 | -0.4704 | 0.0245 | -0.0908 | false
ExhaustionPersistence | RangeRelativeToPrevious | 3.4560 | 0.0562 | -0.3282 | 0.2369 | true
ExhaustionPersistence | TrueRangeRelativeToPrevious | 3.4520 | 0.0558 | -0.3227 | 0.2369 | true
ExhaustionPersistence | VolumeRelativeToRollingMean | 1.3042 | -0.3774 | -0.6709 | -0.0966 | true
MixedStructure | RangeRelativeToPrevious | -0.4109 | -0.0161 | 0.5420 | 0.3276 | true
MixedStructure | TrueRangeRelativeToPrevious | -0.4071 | -0.0167 | 0.5348 | 0.3276 | true
MixedStructure | VolumeRelativeToRollingMean | 0.2252 | 0.3933 | 0.4155 | 0.2191 | true
ReassertionProcessing | RangeRelativeToPrevious | -0.7123 | -0.1257 | -0.2049 | -0.1197 | true
ReassertionProcessing | TrueRangeRelativeToPrevious | -0.7135 | -0.1248 | -0.1981 | -0.1197 | true
ReassertionProcessing | VolumeRelativeToRollingMean | -1.0031 | -0.5984 | -0.3870 | -0.5552 | true
RecoveryResolution | BodyRelativeToPrevious | 1.6167 | -0.5606 | -0.6859 | -0.4741 | true
RecoveryResolution | EfficiencyRatio | 0.8697 | -1.4879 | -1.3158 | -0.3162 | true
RecoveryResolution | RangeRelativeToPrevious | 3.4793 | -0.4571 | -0.6654 | -0.7617 | true
RecoveryResolution | TrueRangeRelativeToPrevious | 3.4753 | -0.4578 | -0.6672 | -0.7617 | true
RecoveryResolution | VolumeRelativeToRollingMean | 1.5568 | -0.1741 | 0.6550 | 0.9875 | true

10. Signal Family Stability Table
DestinationFamily | SignalFamily | FamilyMeanEffect | FamilySignAgreement | FamilyMaterialCount
CompressionProcessing | RangeFamily | 0.5109 | 75.00% | 10
CompressionProcessing | VolumeFamily | 0.7520 | 83.33% | 12
CompressionProcessing | EfficiencyFamily | 0.2850 | 62.50% | 4
CompressionProcessing | GraphFamily | 0.1662 | 37.50% | 2
MixedStructure | RangeFamily | 0.3222 | 58.33% | 9
MixedStructure | VolumeFamily | 0.2611 | 91.67% | 4
MixedStructure | EfficiencyFamily | 0.1142 | 50.00% | 1
MixedStructure | GraphFamily | 0.0416 | 50.00% | 0
ReassertionProcessing | RangeFamily | 0.2919 | 100.00% | 4
ReassertionProcessing | VolumeFamily | 0.5074 | 100.00% | 10
ReassertionProcessing | EfficiencyFamily | 0.2029 | 62.50% | 1
ReassertionProcessing | GraphFamily | 0.0928 | 37.50% | 1
RecoveryResolution | RangeFamily | 1.1719 | 75.00% | 12
RecoveryResolution | VolumeFamily | 0.7540 | 66.67% | 8
RecoveryResolution | EfficiencyFamily | 0.8178 | 87.50% | 7
RecoveryResolution | GraphFamily | 0.1863 | 50.00% | 3
ExhaustionPersistence | RangeFamily | 0.7834 | 58.33% | 6
ExhaustionPersistence | VolumeFamily | 0.6258 | 66.67% | 8
ExhaustionPersistence | EfficiencyFamily | 0.3822 | 62.50% | 4
ExhaustionPersistence | GraphFamily | 0.2343 | 37.50% | 4
ConstructiveEmergence | RangeFamily | 0.9087 | 75.00% | 9
ConstructiveEmergence | VolumeFamily | 0.7981 | 75.00% | 11
ConstructiveEmergence | EfficiencyFamily | 0.9472 | 62.50% | 6
ConstructiveEmergence | GraphFamily | 0.4108 | 50.00% | 5
DestructiveRotation | RangeFamily | 0.0000 | 0.00% | 0
DestructiveRotation | VolumeFamily | 0.0000 | 0.00% | 0
DestructiveRotation | EfficiencyFamily | 0.0000 | 0.00% | 0
DestructiveRotation | GraphFamily | 0.0000 | 0.00% | 0
DecayToNeutral | RangeFamily | 0.0000 | 0.00% | 0
DecayToNeutral | VolumeFamily | 0.0000 | 0.00% | 0
DecayToNeutral | EfficiencyFamily | 0.0000 | 0.00% | 0
DecayToNeutral | GraphFamily | 0.0000 | 0.00% | 0

11. Robust Signature Table
DestinationFamily | Signal | Horizon | Classification | Reason
RecoveryResolution | RangeRelativeToPrevious | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
RecoveryResolution | TrueRangeRelativeToPrevious | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
RecoveryResolution | VolumeRelativeToRollingMean | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
RecoveryResolution | BodyRelativeToPrevious | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
RecoveryResolution | EfficiencyRatio | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
ExhaustionPersistence | TrueRangeRelativeToPrevious | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
ExhaustionPersistence | RangeRelativeToPrevious | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
ExhaustionPersistence | VolumeRelativeToRollingMean | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
ExhaustionPersistence | BodyRelativeToPrevious | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
ExhaustionPersistence | EfficiencyRatio | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
ReassertionProcessing | VolumeRelativeToRollingMean | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
ReassertionProcessing | TrueRangeRelativeToPrevious | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=100.00%, bootstrap material=100.00%, trim direction=True, replication=1
ReassertionProcessing | RangeRelativeToPrevious | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=100.00%, bootstrap material=100.00%, trim direction=True, replication=1
MixedStructure | VolumeRelativeToRollingMean | t-3 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
MixedStructure | RangeRelativeToPrevious | t-3 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
MixedStructure | TrueRangeRelativeToPrevious | t-3 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1
CompressionProcessing | VolumeRelativeToRollingMean | t-1 | FragileSignature | LOO direction=True, material=False, bootstrap sign=0.00%, bootstrap material=0.00%, trim direction=True, replication=1

12. Destination Robustness Table
DestinationFamily | RobustnessScore | Classification | RobustSignatureCount | FragileSignatureCount | RejectedSignatureCount
ReassertionProcessing | 0.7222 | MarginalDestination | 0 | 3 | 0
CompressionProcessing | 0.5000 | MarginalDestination | 0 | 1 | 0
MixedStructure | 0.5000 | MarginalDestination | 0 | 3 | 0
RecoveryResolution | 0.5000 | MarginalDestination | 0 | 5 | 0
ExhaustionPersistence | 0.5000 | MarginalDestination | 0 | 5 | 0
ConstructiveEmergence | 0.1667 | UnvalidatedDestination | 0 | 0 | 0
DestructiveRotation | 0.1667 | UnvalidatedDestination | 0 | 0 | 0
DecayToNeutral | 0.1667 | UnvalidatedDestination | 0 | 0 | 0

13. Study 76 Reassessment Table
DestinationFamily | Study76PredictabilityScore | Study77RobustnessScore | Reassessment
RecoveryResolution | 0.0000 | 0.5000 | Weakened
ExhaustionPersistence | 0.0000 | 0.5000 | Weakened
ReassertionProcessing | 0.0000 | 0.7222 | Weakened
MixedStructure | 0.0000 | 0.5000 | Weakened
CompressionProcessing | 0.0000 | 0.5000 | Weakened
ConstructiveEmergence | 0.0000 | 0.1667 | Rejected

14. Outcome Diagnostics Table
DestinationFamily | Signature | DRFwd1 | DRFwd3 | DRFwd5 | DRFwd10 | ContinuationRate5 | FailureRate5 | FlatRate5

15. Recommendation
Classification: Study76Weakened
ConfirmedDestinations: None
WeakenedDestinations: RecoveryResolution, ExhaustionPersistence, ReassertionProcessing, MixedStructure, CompressionProcessing
RejectedDestinations: ConstructiveEmergence
RecommendedNextStep: CollectMoreData
Reason: Robust destinations: None. Classification uses fixed sample, instrument, bootstrap, jackknife, and outlier checks.

16. Low-DoF Audit
Uses only existing APVA states and OHLCV-derived variables.
No new APVA states.
No new APVA families.
No context.
No arbitration.
No persistence.
No phase.
No optimization.
No fitting.
No machine learning.
No trading logic.
No forward returns used in robustness scoring.

RANKINGS
1. Most robust destination signatures: 
2. Most fragile destination signatures: RecoveryResolution:RangeRelativeToPrevious@t-1; RecoveryResolution:TrueRangeRelativeToPrevious@t-1; RecoveryResolution:VolumeRelativeToRollingMean@t-1; RecoveryResolution:BodyRelativeToPrevious@t-1; RecoveryResolution:EfficiencyRatio@t-1; ExhaustionPersistence:TrueRangeRelativeToPrevious@t-1; ExhaustionPersistence:RangeRelativeToPrevious@t-1; ExhaustionPersistence:VolumeRelativeToRollingMean@t-1
3. Most robust destinations: ReassertionProcessing=0.7222; CompressionProcessing=0.5000; MixedStructure=0.5000; RecoveryResolution=0.5000; ExhaustionPersistence=0.5000; ConstructiveEmergence=0.1667; DestructiveRotation=0.1667; DecayToNeutral=0.1667
4. Most weakened destinations: RecoveryResolution:Weakened; ExhaustionPersistence:Weakened; ReassertionProcessing:Weakened; MixedStructure:Weakened; CompressionProcessing:Weakened; ConstructiveEmergence:Rejected
5. Most outlier-sensitive signatures: RecoveryResolution:RangeRelativeToPrevious@t-1=1.2462; RecoveryResolution:TrueRangeRelativeToPrevious@t-1=1.2411; RecoveryResolution:VolumeRelativeToRollingMean@t-1=1.2261; ExhaustionPersistence:VolumeRelativeToRollingMean@t-1=1.1808; ExhaustionPersistence:BodyRelativeToPrevious@t-1=0.7130; RecoveryResolution:BodyRelativeToPrevious@t-1=0.6367; ExhaustionPersistence:RangeRelativeToPrevious@t-1=0.5723; ExhaustionPersistence:TrueRangeRelativeToPrevious@t-1=0.5700
6. Most instrument-stable signatures: 
