Candidate,ValidationMode,Dataset,DatasetCode,DatasetType,VolumeCoverageGroup,ExplicitVolumeAvailable,Count,Mean,Median,ProfitFactor,SumContribution,PositiveFraction,ContributionShareOfNet,AbsoluteContributionShare,ValidationPass,ValidationStatus,ContributionRankBestToWorst
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_032024_generated.csv,032024,Generated Regime,VolumeEnabled,True,21,0.30938238631731735,0.0318543799772468,1.5900271329955848,6.497030112663664,0.5238095238095238,0.15572431865894087,0.05829215873379841,False,fail,2
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062019_generated.csv,062019,Generated Regime,VolumeEnabled,True,17,0.33992425689653527,0.0,2.0438242668866096,5.778712367241099,0.47058823529411764,0.13850729187180552,0.051847322968629164,False,fail,3
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062023_generated.csv,062023,Generated Regime,VolumeEnabled,True,9,0.5520497653487102,0.5833333333333334,3.908640144309325,4.9684478881383916,0.6666666666666666,0.11908643622641277,0.044577529722611836,False,fail,4
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,092024,Generated Regime,LegacyOrNoExplicitVolume,False,4,0.9580917939095458,0.9643383144818112,inf,3.832367175638183,1.0,0.09185624153317515,0.03438447288293558,False,fail,5
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_generated.csv,LegacyGenerated,Legacy Generated,LegacyOrNoExplicitVolume,False,2,0.9643383144818112,0.9643383144818112,inf,1.9286766289636224,1.0,0.04622756070860326,0.01730432555369853,False,fail,6
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,092022,Generated Regime,LegacyOrNoExplicitVolume,False,20,0.08550870504012872,0.02,1.1743611443870137,1.7101741008025746,0.5,0.04099037437375571,0.015343893812667533,False,fail,7
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,062021,Generated Regime,LegacyOrNoExplicitVolume,False,14,-0.3443579545542967,-0.6014141414141414,0.5241788030751893,-4.821011363760154,0.42857142857142855,-0.11555259816408148,0.0432547109680144,False,fail,8
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,092020,Generated Regime,LegacyOrNoExplicitVolume,False,12,-0.4402955978151782,-0.54033641448203,0.41759519880391055,-5.2835471737821385,0.4166666666666667,-0.12663890569567834,0.04740463953388548,False,fail,9
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,122022,Generated Regime,LegacyOrNoExplicitVolume,False,16,-0.42150098125918284,-0.09019941862282375,0.3854918426900233,-6.744015700146925,0.5,-0.16164420230769322,0.06050814401028223,False,fail,10
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122017_generated.csv,122017,Generated Regime,VolumeEnabled,True,47,-0.15296173368133661,-0.35,0.7880811306844757,-7.1892014830228215,0.40425531914893614,-0.1723146550396067,0.0645024059840493,False,fail,11
RRCCC,Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,122023,Generated Regime,VolumeEnabled,True,22,-0.4922595613620731,-0.3954714662360582,0.3891694268128611,-10.829710349965609,0.36363636363636365,-0.25957233324729984,0.09716550236249999,False,fail,12
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_v1.csv,CanonicalOriginal,Canonical/Original,LegacyOrNoExplicitVolume,False,163,0.2046118538196602,0.0446333687566418,1.3651665558383448,33.35173217260461,0.50920245398773,1.253725850496396,0.35658026468520454,False,fail,1
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_032024_generated.csv,032024,Generated Regime,VolumeEnabled,True,20,0.4248515056331832,0.09066028607403265,1.9429191444399097,8.497030112663664,0.55,0.3194120847925001,0.09084605354022737,False,fail,2
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_062019_generated.csv,062019,Generated Regime,VolumeEnabled,True,17,0.33992425689653527,0.0,2.0438242668866096,5.778712367241099,0.47058823529411764,0.2172277301790168,0.06178314142085457,False,fail,3
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_062023_generated.csv,062023,Generated Regime,VolumeEnabled,True,9,0.5520497653487102,0.5833333333333334,3.908640144309325,4.9684478881383916,0.6666666666666666,0.18676905661049706,0.05312019339380164,False,fail,4
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,092024,Generated Regime,LegacyOrNoExplicitVolume,False,4,0.9580917939095458,0.9643383144818112,inf,3.832367175638183,1.0,0.14406261635304515,0.04097377895659781,False,fail,5
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_generated.csv,LegacyGenerated,Legacy Generated,LegacyOrNoExplicitVolume,False,2,0.9643383144818112,0.9643383144818112,inf,1.9286766289636224,1.0,0.07250093441821683,0.02062045891016485,False,fail,6
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,092022,Generated Regime,LegacyOrNoExplicitVolume,False,20,0.08550870504012872,0.02,1.1743611443870137,1.7101741008025746,0.5,0.06428720007492714,0.01828433768794984,False,fail,7
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_122017_generated.csv,122017,Generated Regime,VolumeEnabled,True,46,-0.11280872789180045,-0.3,0.8374529807293455,-5.189201483022821,0.41304347826086957,-0.19506741086281246,0.05548038191074944,False,fail,8
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,092020,Generated Regime,LegacyOrNoExplicitVolume,False,12,-0.4402955978151782,-0.54033641448203,0.41759519880391055,-5.2835471737821385,0.4166666666666667,-0.19861396223159128,0.05648907948629845,False,fail,9
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,062021,Generated Regime,LegacyOrNoExplicitVolume,False,13,-0.41681325687460846,-0.8888888888888888,0.46520109960252476,-5.41857233936991,0.38461538461538464,-0.2036896968197935,0.057932701935509645,False,fail,10
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,122022,Generated Regime,LegacyOrNoExplicitVolume,False,16,-0.42150098125918284,-0.09019941862282375,0.3854918426900233,-6.744015700146925,0.5,-0.25351447342134986,0.07210368837678764,False,fail,11
RRCCC,Spacing_20,tables/apva_forward_signed_return_dataset_es_nq_122023_generated.csv,122023,Generated Regime,VolumeEnabled,True,22,-0.4922595613620731,-0.3954714662360582,0.3891694268128611,-10.829710349965609,0.36363636363636365,-0.4070999295890519,0.11578591969585424,False,fail,12
