Candidate,ValidationMode,AttributionScope,RegimeCode,RegimeYear,Count,Mean,Median,ProfitFactor,SumContribution,PositiveFraction,ContributionShareOfNet,AbsoluteContributionShare,ContributionRankBestToWorst,ContributionStatus,PassFailApplicability
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,062021,2021,55,0.29610208707455016,0.0534351145038167,1.6424018820285473,16.285614789100258,0.5454545454545454,0.10664422667102409,0.07286867353273499,4,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,062023,2023,32,0.4718634729605057,-0.0126126126126126,1.8594508587253713,15.099631134736182,0.46875,0.0988779672265982,0.06756208505915422,5,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,092024,2024,63,0.16821404620286418,0.1647058823529411,1.4242426179666872,10.597484910780443,0.5873015873015873,0.06939624924227167,0.04741759388467083,6,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,122022,2022,55,0.16242263371077065,-0.1482602118003025,1.2356341880208483,8.933244854092386,0.45454545454545453,0.058498190056982265,0.03997108560473366,7,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,032024,2024,67,0.05563913217345487,0.0585774058577405,1.0803338995217941,3.7278218556214764,0.5074626865671642,0.024411155741333738,0.01667983906676226,8,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,062016,2016,62,0.048085850771862684,-0.2736181040550051,1.074158114976749,2.9813227478554865,0.45161290322580644,0.01952280359195125,0.013339688849486787,9,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,LegacyGenerated,LegacyGenerated,35,-0.028299639673964202,0.2322606436138317,0.9460038657851455,-0.9904873885887471,0.5714285714285714,-0.006486077618276078,0.004431856156002825,10,Negative,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,062019,2019,65,-0.08525665582563899,0.0472972972972972,0.8502988288992053,-5.541682628666535,0.5076923076923077,-0.03628898669431449,0.024795813208144793,11,Negative,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,122017,2017,152,-0.07982561652117394,-0.08979656081533069,0.8812860037341529,-12.133493711218438,0.45394736842105265,-0.07945460275264887,0.0542903417220712,12,Negative,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,DatasetRegime,122023,2023,66,-0.2534210820133245,-0.26271215380937746,0.5897197851185914,-16.725791412879413,0.42424242424242425,-0.10952666594332029,0.07483820843272367,13,Negative,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,CanonicalOriginal,CanonicalOriginal,223,0.2813658202526897,0.1132686084142395,1.574406707077572,62.7445779163498,0.5381165919282511,0.4108746937921784,0.32460794680863875,1,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,2022,2022,112,0.4506961439217809,0.1344305086903928,1.712182434476878,50.47796811923946,0.5178571428571429,0.330548397694129,0.26114686136072557,2,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,2020,2020,50,0.5237359725209948,0.316951192961336,2.3840463247227777,26.18679862604974,0.58,0.1714808390490734,0.13547693231478838,3,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,2021,2021,55,0.29610208707455016,0.0534351145038167,1.6424018820285473,16.285614789100258,0.5454545454545454,0.10664422667102409,0.08425333558310083,4,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,2024,2024,130,0.11019466743386093,0.12589419229681115,1.2006798874809501,14.325306766401921,0.5461538461538461,0.09380740498360542,0.07411171723945753,5,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,2016,2016,62,0.048085850771862684,-0.2736181040550051,1.074158114976749,2.9813227478554865,0.45161290322580644,0.01952280359195125,0.015423819684395105,6,Positive,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,LegacyGenerated,LegacyGenerated,35,-0.028299639673964202,0.2322606436138317,0.9460038657851455,-0.9904873885887471,0.5714285714285714,-0.006486077618276078,0.005124268713358621,7,Negative,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,2023,2023,98,-0.01659347222595138,-0.0912876862315723,0.9721240881402123,-1.6261602781432352,0.4387755102040816,-0.010648698716722124,0.008412910989274358,8,Negative,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,2019,2019,65,-0.08525665582563899,0.0472972972972972,0.8502988288992053,-5.541682628666535,0.5076923076923077,-0.03628898669431449,0.028669795537628412,9,Negative,Descriptive contribution only
PriorSlope_DominantPressureValue_Q3,Spacing_20,YearAggregate,2017,2017,152,-0.07982561652117394,-0.08979656081533069,0.8812860037341529,-12.133493711218438,0.45394736842105265,-0.07945460275264887,0.06277241176863238,10,Negative,Descriptive contribution only
RRCCC,Reference,DatasetRegime,CanonicalOriginal,CanonicalOriginal,256,0.2591099065935348,0.0696559876173154,1.479949676340812,66.3321360879449,0.51953125,1.2305702061780575,0.5174456193802761,1,Positive,Descriptive contribution only
RRCCC,Reference,DatasetRegime,032024,2024,21,0.30938238631731735,0.0318543799772468,1.5900271329955848,6.497030112663664,0.5238095238095238,0.12053059281379876,0.05068221783665027,2,Positive,Descriptive contribution only
RRCCC,Reference,DatasetRegime,062019,2019,17,0.33992425689653527,0.0,2.0438242668866096,5.778712367241099,0.47058823529411764,0.10720461737839214,0.045078744277480924,3,Positive,Descriptive contribution only
RRCCC,Reference,DatasetRegime,062023,2023,9,0.5520497653487102,0.5833333333333334,3.908640144309325,4.9684478881383916,0.6666666666666666,0.0921728788288268,0.038758010015354026,4,Positive,Descriptive contribution only
RRCCC,Reference,DatasetRegime,092024,2024,4,0.9580917939095458,0.9643383144818112,inf,3.832367175638183,1.0,0.07109671335206974,0.029895639185530974,5,Positive,Descriptive contribution only
RRCCC,Reference,DatasetRegime,LegacyGenerated,LegacyGenerated,2,0.9643383144818112,0.9643383144818112,inf,1.9286766289636224,1.0,0.03578012313379877,0.015045275664501277,6,Positive,Descriptive contribution only
RRCCC,Reference,DatasetRegime,092022,2022,20,0.08550870504012872,0.02,1.1743611443870137,1.7101741008025746,0.5,0.03172654191378385,0.013340774909836187,7,Positive,Descriptive contribution only
RRCCC,Reference,DatasetRegime,062016,2016,14,-0.16260579340089937,-0.5453096032628847,0.8008533161051448,-2.2764811076125913,0.42857142857142855,-0.04223246816959353,0.017758438762990082,8,Negative,Descriptive contribution only
RRCCC,Reference,DatasetRegime,062021,2021,14,-0.3443579545542967,-0.6014141414141414,0.5241788030751893,-4.821011363760154,0.42857142857142855,-0.08943768884547156,0.03760788297022126,9,Negative,Descriptive contribution only
RRCCC,Reference,DatasetRegime,092020,2020,12,-0.4402955978151782,-0.54033641448203,0.41759519880391055,-5.2835471737821385,0.4166666666666667,-0.09801848875140026,0.04121604551130186,10,Negative,Descriptive contribution only
RRCCC,Reference,DatasetRegime,122022,2022,16,-0.42150098125918284,-0.09019941862282375,0.3854918426900233,-6.744015700146925,0.5,-0.12511258162400868,0.052608910052981656,11,Negative,Descriptive contribution only
RRCCC,Reference,DatasetRegime,122017,2017,47,-0.15296173368133661,-0.35,0.7880811306844757,-7.1892014830228215,0.40425531914893614,-0.13337150999463737,0.05608172800737551,12,Negative,Descriptive contribution only
RRCCC,Reference,DatasetRegime,122023,2023,22,-0.4922595613620731,-0.3954714662360582,0.3891694268128611,-10.829710349965609,0.36363636363636365,-0.20090893621361605,0.08448071342550001,13,Negative,Descriptive contribution only
RRCCC,Reference,YearAggregate,CanonicalOriginal,CanonicalOriginal,256,0.2591099065935348,0.0696559876173154,1.479949676340812,66.3321360879449,0.51953125,1.2305702061780575,0.5776336410405257,1,Positive,Descriptive contribution only
RRCCC,Reference,YearAggregate,2024,2024,25,0.41317589153207385,0.3481349911190053,1.9380631706954525,10.329397288301847,0.6,0.19162730616586848,0.0899504782641892,2,Positive,Descriptive contribution only
RRCCC,Reference,YearAggregate,2019,2019,17,0.33992425689653527,0.0,2.0438242668866096,5.778712367241099,0.47058823529411764,0.10720461737839214,0.050322194671822584,3,Positive,Descriptive contribution only
RRCCC,Reference,YearAggregate,LegacyGenerated,LegacyGenerated,2,0.9643383144818112,0.9643383144818112,inf,1.9286766289636224,1.0,0.03578012313379877,0.016795305703723496,4,Positive,Descriptive contribution only
RRCCC,Reference,YearAggregate,2016,2016,14,-0.16260579340089937,-0.5453096032628847,0.8008533161051448,-2.2764811076125913,0.42857142857142855,-0.04223246816959353,0.019824057364997337,5,Negative,Descriptive contribution only
RRCCC,Reference,YearAggregate,2021,2021,14,-0.3443579545542967,-0.6014141414141414,0.5241788030751893,-4.821011363760154,0.42857142857142855,-0.08943768884547156,0.04198234086498277,6,Negative,Descriptive contribution only
RRCCC,Reference,YearAggregate,2022,2022,36,-0.13982893331512086,0.02,0.7577890904205307,-5.033841599344351,0.5,-0.09338603971022484,0.04383570955102989,7,Negative,Descriptive contribution only
RRCCC,Reference,YearAggregate,2020,2020,12,-0.4402955978151782,-0.54033641448203,0.41759519880391055,-5.2835471737821385,0.4166666666666667,-0.09801848875140026,0.04601019613713018,8,Negative,Descriptive contribution only
RRCCC,Reference,YearAggregate,2023,2023,31,-0.1890729826395877,-0.0192837465564738,0.6984583052181131,-5.861262461827218,0.45161290322580644,-0.10873605738478928,0.05104105757171171,9,Negative,Descriptive contribution only
RRCCC,Reference,YearAggregate,2017,2017,47,-0.15296173368133661,-0.35,0.7880811306844757,-7.1892014830228215,0.40425531914893614,-0.13337150999463737,0.06260501882988703,10,Negative,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,CanonicalOriginal,CanonicalOriginal,199,0.2606705337285836,0.0935412026726058,1.477059913198403,51.87343621198814,0.5226130653266332,1.315086767999435,0.45609912788723145,1,Positive,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,032024,2024,21,0.30938238631731735,0.0318543799772468,1.5900271329955848,6.497030112663664,0.5238095238095238,0.16471163193317193,0.057125380245354775,2,Positive,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,062019,2019,17,0.33992425689653527,0.0,2.0438242668866096,5.778712367241099,0.47058823529411764,0.1465009593576372,0.05080954460465668,3,Positive,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,062023,2023,9,0.5520497653487102,0.5833333333333334,3.908640144309325,4.9684478881383916,0.6666666666666666,0.1259592684102064,0.043685263869397806,4,Positive,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,092024,2024,4,0.9580917939095458,0.9643383144818112,inf,3.832367175638183,1.0,0.09715753824753184,0.03369623171692398,5,Positive,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,LegacyGenerated,LegacyGenerated,2,0.9643383144818112,0.9643383144818112,inf,1.9286766289636224,1.0,0.04889549063483189,0.01695796138994739,6,Positive,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,092022,2022,20,0.08550870504012872,0.02,1.1743611443870137,1.7101741008025746,0.5,0.043356050710614755,0.01503676973940511,7,Positive,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,062016,2016,14,-0.16260579340089937,-0.5453096032628847,0.8008533161051448,-2.2764811076125913,0.42857142857142855,-0.057712972203876195,0.02001604527586523,8,Negative,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,062021,2021,14,-0.3443579545542967,-0.6014141414141414,0.5241788030751893,-4.821011363760154,0.42857142857142855,-0.12222148205001081,0.04238892271488416,9,Negative,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,092020,2020,12,-0.4402955978151782,-0.54033641448203,0.41759519880391055,-5.2835471737821385,0.4166666666666667,-0.13394761334002236,0.046455786122689156,10,Negative,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,122022,2022,16,-0.42150098125918284,-0.09019941862282375,0.3854918426900233,-6.744015700146925,0.5,-0.17097316966239487,0.05929701026021385,11,Negative,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,122017,2017,47,-0.15296173368133661,-0.35,0.7880811306844757,-7.1892014830228215,0.40425531914893614,-0.18225944593622803,0.06321132290547032,12,Negative,Descriptive contribution only
RRCCC,Spacing_10,DatasetRegime,122023,2023,22,-0.4922595613620731,-0.3954714662360582,0.3891694268128611,-10.829710349965609,0.36363636363636365,-0.2745530241008966,0.09522063326795999,13,Negative,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,CanonicalOriginal,CanonicalOriginal,199,0.2606705337285836,0.0935412026726058,1.477059913198403,51.87343621198814,0.5226130653266332,1.315086767999435,0.5167934529082009,1,Positive,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,2024,2024,25,0.41317589153207385,0.3481349911190053,1.9380631706954525,10.329397288301847,0.6,0.26186917018070377,0.10290748562071252,2,Positive,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,2019,2019,17,0.33992425689653527,0.0,2.0438242668866096,5.778712367241099,0.47058823529411764,0.1465009593576372,0.057570905953203126,3,Positive,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,LegacyGenerated,LegacyGenerated,2,0.9643383144818112,0.9643383144818112,inf,1.9286766289636224,1.0,0.04889549063483189,0.019214602451863638,4,Positive,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,2016,2016,14,-0.16260579340089937,-0.5453096032628847,0.8008533161051448,-2.2764811076125913,0.42857142857142855,-0.057712972203876195,0.02267963370067838,5,Negative,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,2021,2021,14,-0.3443579545542967,-0.6014141414141414,0.5241788030751893,-4.821011363760154,0.42857142857142855,-0.12222148205001081,0.048029729494023704,6,Negative,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,2022,2022,36,-0.13982893331512086,0.02,0.7577890904205307,-5.033841599344351,0.5,-0.12761711895178013,0.05015006854157275,7,Negative,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,2020,2020,12,-0.4402955978151782,-0.54033641448203,0.41759519880391055,-5.2835471737821385,0.4166666666666667,-0.13394761334002236,0.05263778124093518,8,Negative,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,2023,2023,31,-0.1890729826395877,-0.0192837465564738,0.6984583052181131,-5.861262461827218,0.45161290322580644,-0.1485937556906902,0.058393318184479216,9,Negative,Descriptive contribution only
RRCCC,Spacing_10,YearAggregate,2017,2017,47,-0.15296173368133661,-0.35,0.7880811306844757,-7.1892014830228215,0.40425531914893614,-0.18225944593622803,0.07162302190433059,10,Negative,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,CanonicalOriginal,CanonicalOriginal,163,0.2046118538196602,0.0446333687566418,1.3651665558383448,33.35173217260461,0.50920245398773,1.3710541700676713,0.3481076677086949,1,Positive,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,032024,2024,20,0.4248515056331832,0.09066028607403265,1.9429191444399097,8.497030112663664,0.55,0.34930385351101506,0.08868748764418073,2,Positive,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,062019,2019,17,0.33992425689653527,0.0,2.0438242668866096,5.778712367241099,0.47058823529411764,0.23755670763138026,0.060315130683738415,3,Positive,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,062023,2023,9,0.5520497653487102,0.5833333333333334,3.908640144309325,4.9684478881383916,0.6666666666666666,0.20424759831189512,0.05185802037270845,4,Positive,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,092024,2024,4,0.9580917939095458,0.9643383144818112,inf,3.832367175638183,1.0,0.15754453082665337,0.04000021325460833,5,Positive,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,LegacyGenerated,LegacyGenerated,2,0.9643383144818112,0.9643383144818112,inf,1.9286766289636224,1.0,0.07928584102221531,0.020130502355864964,6,Positive,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,092022,2022,20,0.08550870504012872,0.02,1.1743611443870137,1.7101741008025746,0.5,0.07030343492543063,0.017849889011018243,7,Positive,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,062016,2016,14,-0.16260579340089937,-0.5453096032628847,0.8008533161051448,-2.2764811076125913,0.42857142857142855,-0.09358371251962368,0.02376070078917398,8,Negative,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,122017,2017,46,-0.11280872789180045,-0.3,0.8374529807293455,-5.189201483022821,0.41304347826086957,-0.2133225433629452,0.05416212915649902,9,Negative,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,092020,2020,12,-0.4402955978151782,-0.54033641448203,0.41759519880391055,-5.2835471737821385,0.4166666666666667,-0.2172009941754559,0.05514685937076864,10,Negative,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,062021,2021,13,-0.41681325687460846,-0.8888888888888888,0.46520109960252476,-5.41857233936991,0.38461538461538464,-0.22275173485018634,0.05655618033891159,11,Negative,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,122022,2022,16,-0.42150098125918284,-0.09019941862282375,0.3854918426900233,-6.744015700146925,0.5,-0.27723929902157723,0.07039045421147093,12,Negative,Descriptive contribution only
RRCCC,Spacing_20,DatasetRegime,122023,2023,22,-0.4922595613620731,-0.3954714662360582,0.3891694268128611,-10.829710349965609,0.36363636363636365,-0.4451978523664727,0.1130347651023617,13,Negative,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,CanonicalOriginal,CanonicalOriginal,163,0.2046118538196602,0.0446333687566418,1.3651665558383448,33.35173217260461,0.50920245398773,1.3710541700676715,0.4045015877588266,1,Positive,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,2024,2024,24,0.5137248870125769,0.36584831747731084,2.3681986045005203,12.329397288301847,0.625,0.5068483843376685,0.14953528510654224,2,Positive,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,2019,2019,17,0.33992425689653527,0.0,2.0438242668866096,5.778712367241099,0.47058823529411764,0.23755670763138031,0.07008626465496243,3,Positive,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,LegacyGenerated,LegacyGenerated,2,0.9643383144818112,0.9643383144818112,inf,1.9286766289636224,1.0,0.07928584102221532,0.023391671372617655,4,Positive,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,2016,2016,14,-0.16260579340089937,-0.5453096032628847,0.8008533161051448,-2.2764811076125913,0.42857142857142855,-0.09358371251962369,0.02760996693564993,5,Negative,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,2022,2022,36,-0.13982893331512086,0.02,0.7577890904205307,-5.033841599344351,0.5,-0.20693586409614662,0.06105220889048065,6,Negative,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,2017,2017,46,-0.11280872789180045,-0.3,0.8374529807293455,-5.189201483022821,0.41304347826086957,-0.21332254336294523,0.06293646843348537,7,Negative,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,2020,2020,12,-0.4402955978151782,-0.54033641448203,0.41759519880391055,-5.2835471737821385,0.4166666666666667,-0.21720099417545594,0.06408072629430181,8,Negative,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,2021,2021,13,-0.41681325687460846,-0.8888888888888888,0.46520109960252476,-5.41857233936991,0.38461538461538464,-0.22275173485018637,0.06571835919399617,9,Negative,Descriptive contribution only
RRCCC,Spacing_20,YearAggregate,2023,2023,31,-0.1890729826395877,-0.0192837465564738,0.6984583052181131,-5.861262461827218,0.45161290322580644,-0.24095025405457768,0.07108746135913706,10,Negative,Descriptive contribution only
