Candidate,ValidationMode,DatasetCode,RegimeYear,TimeBlock,RegimeWeek,Count,Mean,Median,ProfitFactor,SumContribution,PositiveFraction,ContributionShareOfNet,AbsoluteContributionShare,NegativeBlock,ContributionRankBestToWorst
CCRRR,Reference,062016,2016,B08_2016-W23,2016-W23,1,-0.9271523178807948,-0.9271523178807948,0.0,-0.9271523178807948,0.0,-0.02942919931539702,0.007778471074800903,True,42
CCRRR,Reference,062019,2019,B05_2019-W20,2019-W20,1,-1.4820415879017013,-1.4820415879017013,0.0,-1.4820415879017013,0.0,-0.04704221349924333,0.01243379043639252,True,43
CCRRR,Reference,092020,2020,B12_2020-W32,2020-W32,1,-1.5821917808219177,-1.5821917808219177,0.0,-1.5821917808219177,0.0,-0.050221130201583336,0.013274014166346881,True,44
CCRRR,Reference,032024,2024,B04_2024-W06,2024-W06,1,-2.0,-2.0,0.0,-2.0,0.0,-0.06348298709464215,0.01677927331849909,True,45
CCRRR,Reference,032024,2024,B08_2024-W10,2024-W10,1,-2.0,-2.0,0.0,-2.0,0.0,-0.06348298709464215,0.01677927331849909,True,45
CCRRR,Reference,062019,2019,B03_2019-W18,2019-W18,1,-2.0,-2.0,0.0,-2.0,0.0,-0.06348298709464215,0.01677927331849909,True,45
CCRRR,Reference,122022,2022,B01_2022-W42,2022-W42,1,-2.0,-2.0,0.0,-2.0,0.0,-0.06348298709464215,0.01677927331849909,True,45
CCRRR,Reference,122022,2022,B03_2022-W44,2022-W44,1,-2.0,-2.0,0.0,-2.0,0.0,-0.06348298709464215,0.01677927331849909,True,45
CCRRR,Reference,CanonicalOriginal,CanonicalOriginal,B04_2026-W17,2026-W17,21,-0.10650853723369325,-0.1428571428571428,0.8283707301258478,-2.2366792819075583,0.38095238095238093,-0.07099554099409548,0.0187649264984756,True,50
CCRRR,Reference,062023,2023,B04_2023-W22,2023-W22,2,-1.426374926079243,-1.426374926079243,0.0,-2.852749852158486,0.0,-0.09055054102440972,0.023933534739337556,True,51
CCRRR,Reference,122017,2017,B04_2017-W45,2017-W45,3,-1.2880258899676376,-2.0,0.03398058252427182,-3.8640776699029127,0.3333333333333333,-0.12265159642557075,0.03241820767360504,True,52
CCRRR,Reference,062021,2021,B04_2021-W19,2021-W19,2,-1.9444444444444444,-1.9444444444444444,0.0,-3.888888888888889,0.0,-0.12343914157291527,0.03262636478597045,True,53
CCRRR,Reference,122023,2023,B07_2023-W48,2023-W48,2,-2.0,-2.0,0.0,-4.0,0.0,-0.1269659741892843,0.03355854663699818,True,54
CCRRR,Reference,CanonicalOriginal,CanonicalOriginal,B07_2026-W20,2026-W20,21,-0.3972829618217271,-0.1818181818181818,0.4394804894636177,-8.342942198256269,0.42857142857142855,-0.26481744595162404,0.06999425371249078,True,55
CCRRR,Spacing_10,CanonicalOriginal,CanonicalOriginal,B05_2026-W18,2026-W18,14,0.5419810918980033,-0.687767156203449,1.6023326288151918,7.5877352865720455,0.35714285714285715,0.31088951212046007,0.06865067400554302,False,1
CCRRR,Spacing_10,CanonicalOriginal,CanonicalOriginal,B03_2026-W16,2026-W16,15,0.42809322241979664,0.2696011004126547,2.4526205286229628,6.421398336296949,0.6,0.2631016133938422,0.05809814222499267,False,2
CCRRR,Spacing_10,CanonicalOriginal,CanonicalOriginal,B02_2026-W15,2026-W15,11,0.49130546259379754,0.9749303621169916,2.178612500041394,5.404360088531773,0.6363636363636364,0.22143087598486638,0.04889640302857442,False,3
CCRRR,Spacing_10,CanonicalOriginal,CanonicalOriginal,B08_2026-W21,2026-W21,8,0.655018379370325,0.8344600032190568,3.160572178088132,5.2401470349626,0.75,0.21470263439764634,0.04741067159722331,False,4
CCRRR,Spacing_10,CanonicalOriginal,CanonicalOriginal,B06_2026-W19,2026-W19,16,0.29791401050870947,0.3403530907358976,1.7928061200430436,4.7666241681393515,0.5625,0.1953011545772995,0.043126433581964455,False,5
CCRRR,Spacing_10,122023,2023,B03_2023-W44,2023-W44,1,4.46078431372549,4.46078431372549,inf,4.46078431372549,1.0,0.18277008970291142,0.04035932174288575,False,6
CCRRR,Spacing_10,LegacyGenerated,LegacyGenerated,B07_2024-W35,2024-W35,1,4.2765556253928345,4.2765556253928345,inf,4.2765556253928345,1.0,0.17522175480834934,0.03869249717039757,False,7
CCRRR,Spacing_10,092024,2024,B07_2024-W35,2024-W35,2,1.9040770692019935,1.9040770692019935,9.130106851037086,3.808154138403987,0.5,0.1560301114171829,0.03445459527048689,False,8
CCRRR,Spacing_10,CanonicalOriginal,CanonicalOriginal,B01_2026-W14,2026-W14,5,0.6968740367629648,0.8717813977929586,5.210620643673183,3.484370183814824,0.8,0.14276382946704724,0.03152513267391175,False,9
CCRRR,Spacing_10,122023,2023,B01_2023-W42,2023-W42,1,3.414634146341464,3.414634146341464,inf,3.414634146341464,1.0,0.13990656022286654,0.03089419000205889,False,10
CCRRR,Spacing_10,092020,2020,B14_2020-W34,2020-W34,1,2.834710743801653,2.834710743801653,inf,2.834710743801653,1.0,0.11614557003625572,0.025647284179395168,False,11
CCRRR,Spacing_10,122023,2023,B04_2023-W45,2023-W45,1,2.0267260579064588,2.0267260579064588,inf,2.0267260579064588,1.0,0.08304030801646754,0.018336974689418025,False,12
CCRRR,Spacing_10,092022,2022,B04_2022-W32,2022-W32,1,2.014953271028037,2.014953271028037,inf,2.014953271028037,1.0,0.08255794591095132,0.018230459408691568,False,13
CCRRR,Spacing_10,092022,2022,B05_2022-W33,2022-W33,2,0.9617761557177615,0.9617761557177615,inf,1.923552311435523,1.0,0.07881300770978009,0.01740350152945666,False,14
CCRRR,Spacing_10,062019,2019,B08_2019-W23,2019-W23,2,0.7645903980010709,0.7645903980010709,inf,1.5291807960021417,1.0,0.06265456735877506,0.013835392031619875,False,15
CCRRR,Spacing_10,062021,2021,B06_2021-W21,2021-W21,2,0.667763157894737,0.667763157894737,inf,1.335526315789474,1.0,0.05472003292927247,0.01208328681330527,False,16
CCRRR,Spacing_10,092020,2020,B13_2020-W33,2020-W33,1,1.2119402985074628,1.2119402985074628,inf,1.2119402985074628,1.0,0.04965638809104128,0.010965131914163588,False,17
CCRRR,Spacing_10,062023,2023,B03_2023-W21,2023-W21,1,1.065398335315101,1.065398335315101,inf,1.065398335315101,1.0,0.04365217764860901,0.009639281161165579,False,18
CCRRR,Spacing_10,122017,2017,B03_2017-W44,2017-W44,6,0.1707129171877548,0.1441647597254005,1.6400598686782204,1.0242775031265288,0.5,0.04196734878014329,0.009267236968953166,False,19
CCRRR,Spacing_10,062019,2019,B01_2019-W16,2019-W16,1,0.578512396694215,0.578512396694215,inf,0.578512396694215,1.0,0.023703177558419535,0.005234139628447994,False,20
CCRRR,Spacing_10,122023,2023,B06_2023-W47,2023-W47,1,0.5291338582677165,0.5291338582677165,inf,0.5291338582677165,1.0,0.02168000870225207,0.004787383143626133,False,21
CCRRR,Spacing_10,092022,2022,B03_2022-W31,2022-W31,1,0.5080645161290323,0.5080645161290323,inf,0.5080645161290323,1.0,0.02081674222670877,0.004596756496274084,False,22
CCRRR,Spacing_10,062021,2021,B08_2021-W23,2021-W23,1,0.5031712473572939,0.5031712473572939,inf,0.5031712473572939,1.0,0.020616252108950944,0.004552484234975697,False,23
CCRRR,Spacing_10,092024,2024,B05_2024-W33,2024-W33,1,0.4726065301604869,0.4726065301604869,inf,0.4726065301604869,1.0,0.019363935092273885,0.00427594738213333,False,24
CCRRR,Spacing_10,LegacyGenerated,LegacyGenerated,B05_2024-W33,2024-W33,1,0.4726065301604869,0.4726065301604869,inf,0.4726065301604869,1.0,0.019363935092273885,0.00427594738213333,False,24
CCRRR,Spacing_10,092024,2024,B04_2024-W32,2024-W32,1,0.3036144578313253,0.3036144578313253,inf,0.3036144578313253,1.0,0.012439884511382589,0.0027469773760866816,False,26
CCRRR,Spacing_10,122017,2017,B07_2017-W48,2017-W48,3,0.08103517186251012,0.2014388489208633,1.1215527577937652,0.24310551558753035,0.6666666666666666,0.009960673676709794,0.002199517625382112,False,27
CCRRR,Spacing_10,032024,2024,B05_2024-W07,2024-W07,2,0.012396694214876103,0.012396694214876103,1.012396694214876,0.024793388429752206,0.5,0.0010158504667894144,0.00022432026979062953,False,28
CCRRR,Spacing_10,062016,2016,B07_2016-W22,2016-W22,1,0.0,0.0,,0.0,0.0,0.0,0.0,True,29
CCRRR,Spacing_10,062016,2016,B02_2016-W17,2016-W17,1,-0.0893617021276595,-0.0893617021276595,0.0,-0.0893617021276595,0.0,-0.0036613844483856526,0.0008085075255857957,True,30
CCRRR,Spacing_10,062016,2016,B06_2016-W21,2016-W21,2,-0.05361519607843135,-0.05361519607843135,0.8366013071895425,-0.1072303921568627,0.5,-0.004393511771704599,0.0009701760034347531,True,31
CCRRR,Spacing_10,122022,2022,B06_2022-W47,2022-W47,2,-0.10465116279069775,-0.10465116279069775,0.8953488372093023,-0.2093023255813955,0.5,-0.008575667894059433,0.0018936804170697238,True,32
CCRRR,Spacing_10,122017,2017,B06_2017-W47,2017-W47,5,-0.05260294212035745,-0.3442622950819672,0.9309436586550064,-0.26301471060178727,0.4,-0.010776405867004709,0.0023796477439242433,True,33
CCRRR,Spacing_10,062019,2019,B02_2019-W17,2019-W17,1,-0.2871794871794871,-0.2871794871794871,0.0,-0.2871794871794871,0.0,-0.011766500449512874,0.002598280595044952,True,34
CCRRR,Spacing_10,122017,2017,B08_2017-W49,2017-W49,1,-0.3043478260869565,-0.3043478260869565,0.0,-0.3043478260869565,0.0,-0.012469932541603319,0.002753612587140031,True,35
CCRRR,Spacing_10,062021,2021,B05_2021-W20,2021-W20,1,-0.3563636363636364,-0.3563636363636364,0.0,-0.3563636363636364,0.0,-0.014601157375986433,0.003224230011123964,True,36
CCRRR,Spacing_10,122017,2017,B05_2017-W46,2017-W46,1,-0.4,-0.4,0.0,-0.4,0.0,-0.016389054197535793,0.0036190336859554697,True,37
CCRRR,Spacing_10,122023,2023,B05_2023-W46,2023-W46,1,-0.411764705882353,-0.411764705882353,0.0,-0.411764705882353,0.0,-0.01687108520334567,0.003725475853189454,True,38
CCRRR,Spacing_10,062019,2019,B07_2019-W22,2019-W22,1,-0.5706521739130435,-0.5706521739130435,0.0,-0.5706521739130435,0.0,-0.023381123515506225,0.0051630236008875586,True,39
CCRRR,Spacing_10,092024,2024,B06_2024-W34,2024-W34,1,-0.748091603053435,-0.748091603053435,0.0,-0.748091603053435,0.0,-0.03065128456791045,0.006768421779077023,True,40
CCRRR,Spacing_10,062016,2016,B03_2016-W18,2016-W18,1,-0.9210526315789472,-0.9210526315789472,0.0,-0.9210526315789472,0.0,-0.037737953744325835,0.008333301250555356,True,41
CCRRR,Spacing_10,062016,2016,B08_2016-W23,2016-W23,1,-0.9271523178807948,-0.9271523178807948,0.0,-0.9271523178807948,0.0,-0.037987873967798194,0.008388488676055725,True,42
CCRRR,Spacing_10,062019,2019,B05_2019-W20,2019-W20,1,-1.4820415879017013,-1.4820415879017013,0.0,-1.4820415879017013,0.0,-0.06072314976780747,0.013408896076507977,True,43
CCRRR,Spacing_10,092020,2020,B12_2020-W32,2020-W32,1,-1.5821917808219177,-1.5821917808219177,0.0,-1.5821917808219177,0.0,-0.0648265671169652,0.014315013381090983,True,44
CCRRR,Spacing_10,CanonicalOriginal,CanonicalOriginal,B04_2026-W17,2026-W17,20,-0.08717271748291178,-0.12406015037593979,0.8609553992810199,-1.7434543496582355,0.4,-0.07143391956869585,0.01577405005334685,True,45
CCRRR,Spacing_10,032024,2024,B04_2024-W06,2024-W06,1,-2.0,-2.0,0.0,-2.0,0.0,-0.08194527098767895,0.018095168429777347,True,46
CCRRR,Spacing_10,032024,2024,B08_2024-W10,2024-W10,1,-2.0,-2.0,0.0,-2.0,0.0,-0.08194527098767895,0.018095168429777347,True,46
CCRRR,Spacing_10,062019,2019,B03_2019-W18,2019-W18,1,-2.0,-2.0,0.0,-2.0,0.0,-0.08194527098767895,0.018095168429777347,True,46
CCRRR,Spacing_10,122022,2022,B01_2022-W42,2022-W42,1,-2.0,-2.0,0.0,-2.0,0.0,-0.08194527098767895,0.018095168429777347,True,46
CCRRR,Spacing_10,122022,2022,B03_2022-W44,2022-W44,1,-2.0,-2.0,0.0,-2.0,0.0,-0.08194527098767895,0.018095168429777347,True,46
CCRRR,Spacing_10,062023,2023,B04_2023-W22,2023-W22,2,-1.426374926079243,-1.426374926079243,0.0,-2.852749852158486,0.0,-0.11688467984759413,0.025810494531415117,True,51
CCRRR,Spacing_10,122017,2017,B04_2017-W45,2017-W45,3,-1.2880258899676376,-2.0,0.03398058252427182,-3.8640776699029127,0.3333333333333333,-0.15832144588881664,0.0349605681313174,True,52
CCRRR,Spacing_10,062021,2021,B04_2021-W19,2021-W19,2,-1.9444444444444444,-1.9444444444444444,0.0,-3.888888888888889,0.0,-0.15933802692048687,0.03518504972456706,True,53
CCRRR,Spacing_10,122023,2023,B07_2023-W48,2023-W48,2,-2.0,-2.0,0.0,-4.0,0.0,-0.1638905419753579,0.036190336859554695,True,54
CCRRR,Spacing_10,CanonicalOriginal,CanonicalOriginal,B07_2026-W20,2026-W20,19,-0.42374664592694083,-0.1818181818181818,0.4046557655825656,-8.051186272611876,0.42105263157894735,-0.3298783204407305,0.07284378583121158,True,55
CCRRR,Spacing_20,CanonicalOriginal,CanonicalOriginal,B05_2026-W18,2026-W18,11,1.0833137405488105,-0.2528735632183908,2.4411804510920327,11.916451146036914,0.45454545454545453,0.5684508479953657,0.10517517621080004,False,1
CCRRR,Spacing_20,CanonicalOriginal,CanonicalOriginal,B03_2026-W16,2026-W16,13,0.4951506403767455,0.2696011004126547,2.562469015879416,6.436958324897692,0.6153846153846154,0.307062427685598,0.056812906610022515,False,2
CCRRR,Spacing_20,CanonicalOriginal,CanonicalOriginal,B02_2026-W15,2026-W15,11,0.49130546259379754,0.9749303621169916,2.178612500041394,5.404360088531773,0.6363636363636364,0.2578043611767667,0.04769914445602203,False,3
CCRRR,Spacing_20,CanonicalOriginal,CanonicalOriginal,B08_2026-W21,2026-W21,8,0.655018379370325,0.8344600032190568,3.160572178088132,5.2401470349626,0.75,0.24997090065992908,0.04624979207471385,False,4
CCRRR,Spacing_20,122023,2023,B03_2023-W44,2023-W44,1,4.46078431372549,4.46078431372549,inf,4.46078431372549,1.0,0.21279293598287416,0.039371098868683084,False,5
CCRRR,Spacing_20,LegacyGenerated,LegacyGenerated,B07_2024-W35,2024-W35,1,4.2765556253928345,4.2765556253928345,inf,4.2765556253928345,1.0,0.2040046690043618,0.03774508752344162,False,6
CCRRR,Spacing_20,092024,2024,B07_2024-W35,2024-W35,2,1.9040770692019935,1.9040770692019935,9.130106851037086,3.808154138403987,0.5,0.18166049797407544,0.033610953264196435,False,7
CCRRR,Spacing_20,122023,2023,B01_2023-W42,2023-W42,1,3.414634146341464,3.414634146341464,inf,3.414634146341464,1.0,0.1628884012776973,0.030137726713738648,False,8
CCRRR,Spacing_20,CanonicalOriginal,CanonicalOriginal,B06_2026-W19,2026-W19,13,0.2216273394818959,-0.2641509433962264,1.4792065755255448,2.8811554132646466,0.46153846153846156,0.13743984830764086,0.025429217521828033,False,9
CCRRR,Spacing_20,092020,2020,B14_2020-W34,2020-W34,1,2.834710743801653,2.834710743801653,inf,2.834710743801653,1.0,0.1352242967631793,0.025019294614835097,False,10
CCRRR,Spacing_20,122023,2023,B04_2023-W45,2023-W45,1,2.0267260579064588,2.0267260579064588,inf,2.0267260579064588,1.0,0.09668097759578247,0.017887982559490753,False,11
CCRRR,Spacing_20,092022,2022,B04_2022-W32,2022-W32,1,2.014953271028037,2.014953271028037,inf,2.014953271028037,1.0,0.09611937996891406,0.017784075371079042,False,12
CCRRR,Spacing_20,092022,2022,B05_2022-W33,2022-W33,2,0.9617761557177615,0.9617761557177615,inf,1.923552311435523,1.0,0.09175927708667012,0.016977366065332768,False,13
CCRRR,Spacing_20,062019,2019,B08_2019-W23,2019-W23,2,0.7645903980010709,0.7645903980010709,inf,1.5291807960021417,1.0,0.07294656014385116,0.01349662392827289,False,14
CCRRR,Spacing_20,062021,2021,B06_2021-W21,2021-W21,2,0.667763157894737,0.667763157894737,inf,1.335526315789474,1.0,0.06370865431552043,0.011787420086393175,False,15
CCRRR,Spacing_20,092020,2020,B13_2020-W33,2020-W33,1,1.2119402985074628,1.2119402985074628,inf,1.2119402985074628,1.0,0.05781322660274092,0.010696643899294105,False,16
CCRRR,Spacing_20,062023,2023,B03_2023-W21,2023-W21,1,1.065398335315101,1.065398335315101,inf,1.065398335315101,1.0,0.050822730672137655,0.009403257419363877,False,17
CCRRR,Spacing_20,122017,2017,B03_2017-W44,2017-W44,6,0.1707129171877548,0.1441647597254005,1.6400598686782204,1.0242775031265288,0.5,0.04886114230649047,0.009040322958561242,False,18
CCRRR,Spacing_20,CanonicalOriginal,CanonicalOriginal,B01_2026-W14,2026-W14,3,0.23031089460494136,0.6466706658668266,1.8349444141649864,0.6909326838148241,0.6666666666666666,0.03295958378958087,0.006098205403560339,False,19
CCRRR,Spacing_20,062019,2019,B01_2019-W16,2019-W16,1,0.578512396694215,0.578512396694215,inf,0.578512396694215,1.0,0.02759679525779169,0.00510597849282349,False,20
CCRRR,Spacing_20,122023,2023,B06_2023-W47,2023-W47,1,0.5291338582677165,0.5291338582677165,inf,0.5291338582677165,1.0,0.025241289268858918,0.004670161115955721,False,21
CCRRR,Spacing_20,092022,2022,B03_2022-W31,2022-W31,1,0.5080645161290323,0.5080645161290323,inf,0.5080645161290323,1.0,0.024236217770754152,0.0044842020795845,False,22
CCRRR,Spacing_20,062021,2021,B08_2021-W23,2021-W23,1,0.5031712473572939,0.5031712473572939,inf,0.5031712473572939,1.0,0.024002794014916493,0.00444101385189764,False,23
CCRRR,Spacing_20,092024,2024,B05_2024-W33,2024-W33,1,0.4726065301604869,0.4726065301604869,inf,0.4726065301604869,1.0,0.02254476433843502,0.0041712481743807605,False,24
CCRRR,Spacing_20,LegacyGenerated,LegacyGenerated,B05_2024-W33,2024-W33,1,0.4726065301604869,0.4726065301604869,inf,0.4726065301604869,1.0,0.02254476433843502,0.0041712481743807605,False,24
CCRRR,Spacing_20,092024,2024,B04_2024-W32,2024-W32,1,0.3036144578313253,0.3036144578313253,inf,0.3036144578313253,1.0,0.014483330137703686,0.0026797159415348337,False,26
CCRRR,Spacing_20,122017,2017,B07_2017-W48,2017-W48,3,0.08103517186251012,0.2014388489208633,1.1215527577937652,0.24310551558753035,0.6666666666666666,0.011596870141496919,0.0021456610803325736,False,27
CCRRR,Spacing_20,032024,2024,B05_2024-W07,2024-W07,2,0.012396694214876103,0.012396694214876103,1.012396694214876,0.024793388429752206,0.5,0.0011827197967625076,0.00021882764969243648,False,28
CCRRR,Spacing_20,062016,2016,B07_2016-W22,2016-W22,1,0.0,0.0,,0.0,0.0,0.0,0.0,True,29
CCRRR,Spacing_20,062016,2016,B02_2016-W17,2016-W17,1,-0.0893617021276595,-0.0893617021276595,0.0,-0.0893617021276595,0.0,-0.004262824118543989,0.0007887107203808191,True,30
CCRRR,Spacing_20,062016,2016,B06_2016-W21,2016-W21,2,-0.05361519607843135,-0.05361519607843135,0.8366013071895425,-0.1072303921568627,0.5,-0.005115214807280626,0.0009464206458818044,True,31
CCRRR,Spacing_20,122022,2022,B06_2022-W47,2022-W47,2,-0.10465116279069775,-0.10465116279069775,0.8953488372093023,-0.2093023255813955,0.5,-0.009984355493599724,0.001847312484612885,True,32
CCRRR,Spacing_20,062019,2019,B02_2019-W17,2019-W17,1,-0.2871794871794871,-0.2871794871794871,0.0,-0.2871794871794871,0.0,-0.013699332210021717,0.0025346600928477622,True,33
CCRRR,Spacing_20,122017,2017,B08_2017-W49,2017-W49,1,-0.3043478260869565,-0.3043478260869565,0.0,-0.3043478260869565,0.0,-0.01451831402692519,0.002686188685354966,True,34
