PressureTriplet,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,PositiveOutcomeFraction,InstrumentCount,ES_Count,NQ_Count
CompressionPressure > CompressionPressure > CompressionPressure,46,1.4264426219591382,-0.13213645499483945,1.987468546763639,0.4782608695652174,3.5571232178984906,-2.0,-0.9314814814814815,1.1695442903824074,8.381853963083605,16.06518010291595,65.61636061012035,0.10869565217391304,0.4782608695652174,1,46,0
RotationalPressure > CompressionPressure > CompressionPressure,7,-0.3620446935338051,0.0476190476190476,-0.7182321522529771,0.5714285714285714,0.5064759177618131,-2.0,-1.5675675675675675,0.7687151810584958,0.9912673655351792,1.0157728706624607,-2.5343128547366356,0.2857142857142857,0.5714285714285714,1,7,0
