Instrument,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,PositiveOutcomeFraction,InstrumentCount,ES_Count,NQ_Count
ES,53,1.1902273161393155,-0.0935412026726058,1.8870542930639072,0.49056603773584906,3.0484269281460867,-2.0,-1.1229946524064172,1.0157728706624607,2.889487958785933,16.06518010291595,63.08204775538372,0.1320754716981132,0.49056603773584906,1,53,0
