Threshold,Mode,Count,MeanSignedReturn,MedianSignedReturn,TStat,PositiveRowFraction,StdSignedReturn,ZeroRowFraction,NegativeRowFraction,ConditionMin,ConditionMax,ConditionMean,WeekRegimeCount,WeeklyPositiveFraction,WeeklyMeanOfMeans,WeeklyMedianOfMeans,WeeklyMinMean,WeeklyMaxMean
0.0,le,1704,0.3732394366197183,-0.125,1.1059392424929702,0.4859154929577465,13.93128098810901,0.014084507042253521,0.5,0.0,0.0,0.0,7,0.5714285714285714,0.42372122842524457,0.07198443579766536,-1.549778761061947,2.7371134020618557
0.02,le,1704,0.3732394366197183,-0.125,1.1059392424929702,0.4859154929577465,13.93128098810901,0.014084507042253521,0.5,0.0,0.0,0.0,7,0.5714285714285714,0.42372122842524457,0.07198443579766536,-1.549778761061947,2.7371134020618557
0.04,le,1704,0.3732394366197183,-0.125,1.1059392424929702,0.4859154929577465,13.93128098810901,0.014084507042253521,0.5,0.0,0.0,0.0,7,0.5714285714285714,0.42372122842524457,0.07198443579766536,-1.549778761061947,2.7371134020618557
0.06,le,1704,0.3732394366197183,-0.125,1.1059392424929702,0.4859154929577465,13.93128098810901,0.014084507042253521,0.5,0.0,0.0,0.0,7,0.5714285714285714,0.42372122842524457,0.07198443579766536,-1.549778761061947,2.7371134020618557
0.08,le,1704,0.3732394366197183,-0.125,1.1059392424929702,0.4859154929577465,13.93128098810901,0.014084507042253521,0.5,0.0,0.0,0.0,7,0.5714285714285714,0.42372122842524457,0.07198443579766536,-1.549778761061947,2.7371134020618557
0.1,le,1737,0.36658031088082904,-0.25,1.099747878978301,0.485895221646517,13.892356240627487,0.013816925734024179,0.5002878526194589,0.0,0.1,0.0018998272884283248,7,0.5714285714285714,0.4123848623130034,0.08237547892720307,-1.7436170212765958,2.62
0.12,le,1737,0.36658031088082904,-0.25,1.099747878978301,0.485895221646517,13.892356240627487,0.013816925734024179,0.5002878526194589,0.0,0.1,0.0018998272884283248,7,0.5714285714285714,0.4123848623130034,0.08237547892720307,-1.7436170212765958,2.62
0.14,le,1737,0.36658031088082904,-0.25,1.099747878978301,0.485895221646517,13.892356240627487,0.013816925734024179,0.5002878526194589,0.0,0.1,0.0018998272884283248,7,0.5714285714285714,0.4123848623130034,0.08237547892720307,-1.7436170212765958,2.62
0.16,le,1737,0.36658031088082904,-0.25,1.099747878978301,0.485895221646517,13.892356240627487,0.013816925734024179,0.5002878526194589,0.0,0.1,0.0018998272884283248,7,0.5714285714285714,0.4123848623130034,0.08237547892720307,-1.7436170212765958,2.62
0.18,le,1737,0.36658031088082904,-0.25,1.099747878978301,0.485895221646517,13.892356240627487,0.013816925734024179,0.5002878526194589,0.0,0.1,0.0018998272884283248,7,0.5714285714285714,0.4123848623130034,0.08237547892720307,-1.7436170212765958,2.62
