Metric,Value
global_count,2039.0
global_mean_signed_return,0.42790583619421285
global_median_signed_return,0.0
global_positive_row_fraction,0.48749386954389407
global_t_stat,1.417939816898459
file_regime_count,1.0
file_positive_regime_fraction,1.0
file_mean_of_regime_means,0.42790583619421285
file_median_of_regime_means,0.42790583619421285
file_min_regime_mean,0.42790583619421285
file_max_regime_mean,0.42790583619421285
week_regime_count,7.0
week_positive_regime_fraction,0.42857142857142855
week_mean_of_regime_means,0.43962311924690906
week_median_of_regime_means,-0.03511705685618729
week_min_regime_mean,-1.019572953736655
week_max_regime_mean,2.314176245210728
