File,Count,MeanSignedReturn,MedianSignedReturn,StdSignedReturn,TStat,PositiveRowFraction,ZeroRowFraction,NegativeRowFraction,MeanDirectionalMFE,MeanDirectionalMAE
xApvaV01StateLog_ES.csv,2039,0.42790583619421285,0.0,13.626961368274433,1.417939816898459,0.48749386954389407,0.014713094654242276,0.4977930358018637,7.923246689553703,-7.255272192251104
