Timestamp,Instrument,Open,High,Low,Close,Volume,StructuralState,AgeBucket,StateAgeNode,LoopPhase,PreviousLoopPhase,DestinationFamily,FailureWarningScore,RangePressure,BodyPressure,VolumePressure,EfficiencyPressure,CloseExtremePressure,PolarityInstability,RangeRelativeToPrevious,BodyRelativeToPrevious,VolumeRelativeToRollingMean,VolumeRelativeToPrevious,VolumeRelativeToSessionMean,EfficiencyRatio,CloseLocation,VolumePolarity,NeutralPersistenceBars,PriorNeutralPersistenceBars,DirectFormationToDestinationFlag,LateNeutralReachableFlag,NeutralExitReason,RawCandidateStructuralState,CandidateStructuralState,CandidateStateAge,ConfirmedStructuralState,CandidateConfirmedFlag,CandidateFamily,ConfirmedFamily,CompressionProcessingFamilyCandidateCount,ReassertionProcessingFamilyCandidateCount,MixedStructureFamilyCandidateCount,ExhaustionPersistenceFamilyCandidateCount,RecoveryResolutionFamilyCandidateCount,CompressionProcessingFamilyConfirmedCount,ReassertionProcessingFamilyConfirmedCount,MixedStructureFamilyConfirmedCount,ExhaustionPersistenceFamilyConfirmedCount,RecoveryResolutionFamilyConfirmedCount,SuppressedCompressionCount,SuppressedReassertionCount,DestinationCompressionCount,DestinationReassertionCount,DestinationMixedCount,DestinationExhaustionCount,DestinationRecoveryCount,ExcursionPercentWarning,NeutralProcessingPercentWarning,LateNeutralPercentWarning,DestinationCompressionZeroWarning,DestinationReassertionZeroWarning
2026-05-04 06:35:00,NQ JUN26,27854.5,27874.5,27810,27827.25,14846,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,Unknown,N/A,0,false,false,false,false,false,false,,,,,1,0.42248062,0.26744186,Red,1,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,true,true
2026-05-04 06:40:00,NQ JUN26,27827.75,27854.75,27808.25,27836.5,7671,NeutralProcessing,2,NeutralProcessing_Age2,NeutralMaturation,NeutralFormation,N/A,1,false,false,false,false,false,true,0.72093023,0.32110092,,0.51670484,0.68135187,0.18817204,0.60752688,Black,2,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,true,true
2026-05-04 06:45:00,NQ JUN26,27836.5,27888,27824.5,27855.5,6629,NeutralProcessing,3,NeutralProcessing_Age3,NeutralMaturation,NeutralMaturation,N/A,3,true,true,false,true,false,false,1.3655914,2.17142857,,0.86416373,0.68232347,0.2992126,0.48818898,Black,3,0,false,false,CandidatePending,ReassertionProcessing,ReassertionProcessing,1,NeutralProcessing,false,ReassertionProcessing,N/A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,true,true,true
2026-05-04 06:50:00,NQ JUN26,27855.25,27895.75,27846.25,27868.5,7438,NeutralProcessing,4,NeutralProcessing_Age4,NeutralMaturation,NeutralMaturation,N/A,1,false,false,true,false,false,false,0.77952756,0.69736842,,1.12203952,0.81325169,0.26767677,0.44949495,Black,4,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,false,false,true,true,true
2026-05-04 06:55:00,NQ JUN26,27868,27889,27849,27870.5,6066,NeutralProcessing,5,NeutralProcessing_Age5,LateNeutral,NeutralMaturation,N/A,0,false,false,false,false,false,false,0.80808081,0.18867925,,0.81554181,0.71113716,0.0625,0.5375,Black,5,0,false,true,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:00:00,NQ JUN26,27870,27898.75,27840.5,27896,5641,NeutralProcessing,6-10,NeutralProcessing_Age6-10,LateNeutral,LateNeutral,N/A,4,true,true,false,true,true,false,1.45625,10.4,0.66131301,0.92993736,0.70087594,0.44635193,0.9527897,Black,6,0,false,true,CandidatePending,ReassertionProcessing,ReassertionProcessing,1,NeutralProcessing,false,ReassertionProcessing,N/A,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:05:00,NQ JUN26,27895.25,27900,27867.25,27871,6165,NeutralProcessing,6-10,NeutralProcessing_Age6-10,LateNeutral,LateNeutral,N/A,4,false,false,true,true,true,true,0.56223176,0.93269231,0.76598124,1.09289133,0.79247466,0.74045802,0.11450382,Red,7,0,false,true,CandidatePending,CompressionProcessing,CompressionProcessing,1,NeutralProcessing,false,CompressionProcessing,N/A,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:10:00,NQ JUN26,27869.75,27891.5,27844,27855.5,7045,NeutralProcessing,6-10,NeutralProcessing_Age6-10,LateNeutral,LateNeutral,N/A,2,true,false,true,false,false,false,1.45038168,0.58762887,0.90559351,1.14274128,0.91640786,0.3,0.24210526,Red,8,0,false,true,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:15:00,NQ JUN26,27856.5,27913.25,27851,27892.75,7030,NeutralProcessing,6-10,NeutralProcessing_Age6-10,LateNeutral,LateNeutral,N/A,4,true,true,false,true,false,true,1.31052632,2.54385965,0.91445668,0.99787083,0.92323182,0.58232932,0.67068273,Black,9,0,false,true,CandidatePending,MixedStructure,MixedStructure,1,NeutralProcessing,false,MixedStructure,N/A,1,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:20:00,NQ JUN26,27892.75,27907.5,27879.25,27906.5,4918,NeutralProcessing,6-10,NeutralProcessing_Age6-10,LateNeutral,LateNeutral,N/A,1,false,false,false,false,true,false,0.45381526,0.37931034,0.64586829,0.69957326,0.66958025,0.48672566,0.96460177,Black,10,0,false,true,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,1,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:25:00,NQ JUN26,27905.75,27912.25,27887.5,27894.75,3892,NeutralProcessing,11-20,NeutralProcessing_Age11-20,LateNeutral,LateNeutral,N/A,1,false,false,false,false,false,true,0.87610619,0.8,0.52989149,0.79137861,0.55354857,0.44444444,0.29292929,Red,11,0,false,true,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,1,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:30:00,NQ JUN26,27894.5,27908,27867.25,27871.25,3853,NeutralProcessing,11-20,NeutralProcessing_Age11-20,LateNeutral,LateNeutral,N/A,4,true,true,false,true,true,false,1.64646465,2.11363636,0.54800171,0.98997945,0.56945094,0.57055215,0.09815951,Red,12,0,false,true,CandidatePending,ReassertionProcessing,ReassertionProcessing,1,NeutralProcessing,false,ReassertionProcessing,N/A,1,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:35:00,NQ JUN26,27870.75,27904.25,27864,27890.75,4821,NeutralProcessing,11-20,NeutralProcessing_Age11-20,LateNeutral,LateNeutral,N/A,2,false,false,true,false,false,true,0.98773006,0.86021505,0.7125157,1.25123281,0.72862873,0.49689441,0.66459627,Black,13,0,false,true,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,1,3,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:40:00,NQ JUN26,27891,27914.25,27881.5,27903.25,4034,NeutralProcessing,11-20,NeutralProcessing_Age11-20,LateNeutral,LateNeutral,N/A,0,false,false,false,false,false,false,0.8136646,0.6125,0.60968436,0.83675586,0.62716965,0.3740458,0.66412214,Black,14,0,false,true,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,1,3,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:45:00,NQ JUN26,27903.5,27930,27903.5,27926.5,4584,NeutralProcessing,11-20,NeutralProcessing_Age11-20,LateNeutral,LateNeutral,N/A,4,false,true,true,true,true,false,0.80916031,1.87755102,0.71267865,1.1363411,0.72659643,0.86792453,0.86792453,Black,15,0,false,true,CandidatePending,RecoveryResolution,RecoveryResolution,1,NeutralProcessing,false,RecoveryResolution,N/A,1,3,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:50:00,NQ JUN26,27926.75,27941,27924,27930.25,4575,NeutralProcessing,11-20,NeutralProcessing_Age11-20,LateNeutral,LateNeutral,N/A,0,false,false,false,false,false,false,0.64150943,0.15217391,0.72516987,0.99803665,0.73784372,0.20588235,0.36764706,Black,16,0,false,true,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,1,3,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,false,false,false,true,true
2026-05-04 07:55:00,NQ JUN26,27930.75,27940.75,27918,27928.5,3514,NeutralProcessing,11-20,NeutralProcessing_Age11-20,LateNeutral,LateNeutral,N/A,2,true,false,false,false,false,true,1.33823529,0.64285714,0.56672849,0.76808743,0.5815502,0.0989011,0.46153846,Red,17,0,false,true,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,1,3,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,false,false,false,true,true
2026-05-04 08:00:00,NQ JUN26,27928.75,27935.75,27874,27882,8888,ExhaustionPersistence,1,ExhaustionPersistence_Age1,DestinationSelection,LateNeutral,ExhaustionPersistence,5,true,true,true,true,true,false,2.71428571,20.77777778,1.47092152,2.52931133,1.43341994,0.75708502,0.12955466,Red,0,17,false,false,ExtremeBreakConfirmed,ExhaustionPersistence,,0,ExhaustionPersistence,true,ExhaustionPersistence,ExhaustionPersistence,1,3,1,1,1,0,0,0,1,0,1,3,0,0,0,1,0,false,false,false,true,true
2026-05-04 08:05:00,NQ JUN26,27882,27914.25,27847.5,27890.5,8283,ExhaustionPersistence,2,ExhaustionPersistence_Age2,Excursion,DestinationSelection,ExhaustionPersistence,3,true,false,true,false,false,true,1.08097166,0.18181818,1.33584804,0.93193069,1.31264544,0.12734082,0.64419476,Black,0,17,false,false,CandidatePending,MixedStructure,MixedStructure,1,ExhaustionPersistence,false,MixedStructure,ExhaustionPersistence,1,3,2,1,1,0,0,0,1,0,1,3,0,0,0,1,0,false,false,false,true,true
2026-05-04 08:10:00,NQ JUN26,27889.5,27901.75,27865.75,27882.5,4930,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,Excursion,N/A,2,false,false,false,true,false,true,0.53932584,0.82352941,0.78127997,0.59519498,0.78991852,0.19444444,0.46527778,Red,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,1,3,2,1,1,0,0,0,1,0,1,3,0,0,0,1,0,false,false,false,true,true
2026-05-04 08:15:00,NQ JUN26,27882.5,27890.5,27837.75,27854.75,5388,NeutralProcessing,2,NeutralProcessing_Age2,NeutralMaturation,NeutralFormation,N/A,4,true,true,true,true,false,false,1.46527778,3.96428571,0.86330244,1.09290061,0.86895884,0.52606635,0.32227488,Red,2,0,false,false,BlockedEarlyExit,MixedStructure,MixedStructure,1,NeutralProcessing,false,MixedStructure,N/A,1,3,3,1,1,0,0,0,1,0,1,3,0,0,0,1,0,false,false,false,true,true
2026-05-04 08:20:00,NQ JUN26,27854.5,27867.75,27769.5,27782.75,9738,ExhaustionPersistence,1,ExhaustionPersistence_Age1,DestinationSelection,NeutralMaturation,ExhaustionPersistence,5,true,true,true,true,true,false,1.86255924,2.58558559,1.688207,1.80734967,1.5308148,0.7302799,0.13486005,Red,0,2,false,false,ExtremeBreakConfirmed,ExhaustionPersistence,,0,ExhaustionPersistence,true,ExhaustionPersistence,ExhaustionPersistence,1,3,3,2,1,0,0,0,2,0,1,3,0,0,0,2,0,false,false,false,true,true
2026-05-04 08:25:00,NQ JUN26,27782.25,27789.25,27711.5,27726,15201,ExhaustionPersistence,2,ExhaustionPersistence_Age2,Excursion,DestinationSelection,ExhaustionPersistence,3,false,false,true,true,true,false,0.7913486,0.78397213,2.58890251,1.56099815,2.2534515,0.72347267,0.18649518,Red,0,2,false,false,CandidatePending,MixedStructure,MixedStructure,1,ExhaustionPersistence,false,MixedStructure,ExhaustionPersistence,1,3,4,2,1,0,0,0,2,0,1,3,0,0,0,2,0,false,false,false,true,true
2026-05-04 08:30:00,NQ JUN26,27727,27793.25,27722.25,27776.25,9110,ExhaustionPersistence,3,ExhaustionPersistence_Age3,Excursion,Excursion,ExhaustionPersistence,3,false,false,true,true,false,true,0.91318328,0.87555556,1.44598584,0.59930268,1.33106051,0.69366197,0.76056338,Black,0,2,false,false,CandidatePending,CompressionProcessing,CompressionProcessing,1,ExhaustionPersistence,false,CompressionProcessing,ExhaustionPersistence,2,3,4,2,1,0,0,0,2,0,1,3,0,0,0,2,0,false,false,false,true,true
2026-05-04 08:35:00,NQ JUN26,27776.25,27783.75,27722.75,27755.75,7674,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,Excursion,N/A,2,false,false,true,false,false,true,0.85915493,0.41624365,1.20210533,0.84237102,1.11583515,0.33606557,0.54098361,Red,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,2,3,4,2,1,0,0,0,2,0,2,3,0,0,0,2,0,false,false,false,true,true
2026-05-04 08:40:00,NQ JUN26,27755.5,27774.5,27716.5,27736,7817,NeutralProcessing,2,NeutralProcessing_Age2,NeutralMaturation,NeutralFormation,N/A,2,false,false,true,true,false,false,0.95081967,0.95121951,1.2092757,1.01863435,1.13068634,0.3362069,0.3362069,Red,2,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,2,3,4,2,1,0,0,0,2,0,2,3,0,0,0,2,0,false,false,false,true,true
2026-05-04 08:45:00,NQ JUN26,27735,27770,27697.25,27762.75,7684,MixedStructure,1,MixedStructure_Age1,DestinationSelection,NeutralMaturation,MixedStructure,6,true,true,true,true,true,true,1.25431034,1.42307692,1.1690248,0.9829858,1.10687972,0.3814433,0.90034364,Black,0,2,false,false,ExtremeBreakConfirmed,MixedStructure,,0,MixedStructure,true,MixedStructure,MixedStructure,2,3,5,2,1,0,0,1,2,0,2,3,0,0,1,2,0,false,false,false,true,true
2026-05-04 08:50:00,NQ JUN26,27762.25,27764.25,27722.75,27729.25,5637,MixedStructure,2,MixedStructure_Age2,Excursion,DestinationSelection,MixedStructure,4,false,true,false,true,true,true,0.57044674,1.18918919,0.84780304,0.73360229,0.81749814,0.79518072,0.15662651,Red,0,2,false,false,None,MixedStructure,,0,MixedStructure,false,MixedStructure,MixedStructure,2,3,6,2,1,0,0,1,2,0,2,3,0,0,1,2,0,false,false,false,true,true
2026-05-04 08:55:00,NQ JUN26,27729,27763,27700.75,27756.75,7377,MixedStructure,3,MixedStructure_Age3,Excursion,Excursion,MixedStructure,4,true,false,true,false,true,true,1.5,0.84090909,1.12137173,1.30867483,1.06726898,0.44578313,0.89959839,Black,0,2,false,false,None,MixedStructure,,0,MixedStructure,false,MixedStructure,MixedStructure,2,3,7,2,1,0,0,1,2,0,2,3,0,0,1,2,0,false,false,false,true,true
2026-05-04 09:00:00,NQ JUN26,27756.5,27771.5,27725,27734.75,4951,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,Excursion,N/A,2,false,false,false,true,false,true,0.74698795,0.78378378,0.75061781,0.67114003,0.72312561,0.46774194,0.20967742,Red,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,2,3,7,2,1,0,0,1,2,0,2,3,0,0,1,2,0,false,false,false,true,true
2026-05-04 09:05:00,NQ JUN26,27734.25,27746.5,27704.5,27719.25,4783,NeutralProcessing,2,NeutralProcessing_Age2,NeutralMaturation,NeutralFormation,N/A,0,false,false,false,false,false,false,0.90322581,0.68965517,0.72496609,0.96606746,0.70544716,0.35714286,0.35119048,Red,2,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,2,3,7,2,1,0,0,1,2,0,2,3,0,0,1,2,0,false,false,false,true,true
2026-05-04 09:10:00,NQ JUN26,27718.25,27725,27613,27666,13275,NeutralProcessing,3,NeutralProcessing_Age3,NeutralMaturation,NeutralMaturation,N/A,4,true,true,true,true,false,false,2.66666667,3.48333333,1.9986149,2.77545474,1.90102838,0.46651786,0.47321429,Red,3,0,false,false,CandidatePending,MixedStructure,MixedStructure,1,NeutralProcessing,false,MixedStructure,N/A,2,3,8,2,1,0,0,1,2,0,2,3,0,0,1,2,0,false,false,false,true,true
2026-05-04 09:15:00,NQ JUN26,27664.75,27688,27636.25,27656.5,5869,NeutralProcessing,4,NeutralProcessing_Age4,NeutralMaturation,NeutralMaturation,N/A,0,false,false,false,false,false,false,0.46205357,0.15789474,0.82508576,0.44210923,0.84454513,0.15942029,0.39130435,Red,4,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,2,3,8,2,1,0,0,1,2,0,2,3,0,0,1,2,0,false,false,false,true,true
2026-05-04 09:20:00,NQ JUN26,27656.75,27733.75,27629.5,27711.5,10390,MixedStructure,1,MixedStructure_Age1,DestinationSelection,NeutralMaturation,RecoveryResolution,5,true,true,true,true,false,true,2.01449275,6.63636364,1.44998325,1.77031862,1.47365435,0.52517986,0.78657074,Black,0,4,false,false,ExtremeBreakConfirmed,MixedStructure,,0,MixedStructure,true,MixedStructure,MixedStructure,2,3,9,2,1,0,0,2,2,0,2,3,0,0,1,2,1,false,false,false,true,true
2026-05-04 09:25:00,NQ JUN26,27712.75,27737.75,27702.75,27725.5,6461,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,DestinationSelection,N/A,0,false,false,false,false,false,false,0.33573141,0.23287671,0.86337761,0.62184793,0.9185833,0.36428571,0.65,Black,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,2,3,9,2,1,0,0,2,2,0,2,3,0,0,1,2,1,false,false,false,true,true
2026-05-04 09:30:00,NQ JUN26,27725,27747.75,27705,27713.25,4475,NeutralProcessing,2,NeutralProcessing_Age2,NeutralMaturation,NeutralFormation,N/A,3,true,false,false,false,true,true,1.22142857,0.92156863,0.59058366,0.69261724,0.64272121,0.2748538,0.19298246,Red,2,0,false,false,BlockedEarlyExit,MixedStructure,MixedStructure,1,NeutralProcessing,false,MixedStructure,N/A,2,3,10,2,1,0,0,2,2,0,2,3,0,0,1,2,1,false,false,false,true,true
2026-05-04 09:35:00,NQ JUN26,27714.5,27744.25,27705,27739.25,4110,MixedStructure,1,MixedStructure_Age1,DestinationSelection,NeutralMaturation,MixedStructure,4,false,true,false,true,true,true,0.91812865,2.10638298,0.5427713,0.91843575,0.59690771,0.63057325,0.87261146,Black,0,2,false,false,CandidateConfirmed,MixedStructure,,0,MixedStructure,true,MixedStructure,MixedStructure,2,3,11,2,1,0,0,3,2,0,2,3,0,0,2,2,1,false,false,false,true,true
2026-05-04 09:40:00,NQ JUN26,27737.5,27742.25,27691,27700.75,5361,MixedStructure,2,MixedStructure_Age2,Excursion,DestinationSelection,MixedStructure,6,true,true,true,true,true,true,1.30573248,1.48484848,0.70520452,1.30437956,0.78315726,0.71707317,0.1902439,Red,0,2,false,false,CandidatePending,ExhaustionPersistence,ExhaustionPersistence,1,MixedStructure,false,ExhaustionPersistence,MixedStructure,2,3,11,3,1,0,0,3,2,0,2,3,0,0,2,2,1,false,false,false,true,true
2026-05-04 09:45:00,NQ JUN26,27700.75,27732.25,27698.5,27711.75,3628,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,Excursion,N/A,1,false,false,false,false,false,true,0.65853659,0.29931973,0.48857347,0.67673941,0.53645849,0.32592593,0.39259259,Black,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,2,3,11,3,1,0,0,3,2,0,2,3,0,0,2,2,1,false,false,false,true,true
2026-05-04 09:50:00,NQ JUN26,27712,27723,27701.5,27719.75,2502,NeutralProcessing,2,NeutralProcessing_Age2,NeutralMaturation,NeutralFormation,N/A,2,false,false,false,true,true,false,0.63703704,0.70454545,0.34784059,0.68963616,0.37588168,0.36046512,0.84883721,Black,2,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,2,3,11,3,1,0,0,3,2,0,2,3,0,0,2,2,1,false,false,false,true,true
2026-05-04 09:55:00,NQ JUN26,27719,27722.25,27688.75,27706.5,4475,MixedStructure,1,MixedStructure_Age1,DestinationSelection,NeutralMaturation,MixedStructure,5,true,true,true,true,false,true,1.55813953,1.61290323,0.63281742,1.78856914,0.67770723,0.37313433,0.52985075,Red,0,2,false,false,ExtremeBreakConfirmed,MixedStructure,,0,MixedStructure,true,MixedStructure,MixedStructure,2,3,12,3,1,0,0,4,2,0,2,3,0,0,3,2,1,false,false,false,true,true
2026-05-04 10:00:00,NQ JUN26,27705.5,27719.75,27699,27706.25,2626,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,DestinationSelection,N/A,1,false,false,false,false,false,true,0.61940299,0.06,0.37375995,0.58681564,0.40347533,0.03614458,0.34939759,Black,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,2,3,12,3,1,0,0,4,2,0,2,3,0,0,3,2,1,false,false,false,true,true
2026-05-04 10:05:00,NQ JUN26,27705.25,27743,27704,27735.75,5342,ExhaustionPersistence,1,ExhaustionPersistence_Age1,DestinationSelection,NeutralFormation,ExhaustionPersistence,5,true,true,true,true,true,false,1.87951807,40.66666667,0.80086353,2.03427266,0.82421411,0.78205128,0.81410256,Black,0,1,true,false,ExtremeBreakConfirmed,ExhaustionPersistence,,0,ExhaustionPersistence,true,ExhaustionPersistence,ExhaustionPersistence,2,3,12,4,1,0,0,4,3,0,2,3,0,0,3,3,1,false,false,false,true,true
2026-05-04 10:10:00,NQ JUN26,27736,27755.5,27733.75,27747.5,3653,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,DestinationSelection,N/A,0,false,false,false,false,false,false,0.55769231,0.37704918,0.5913539,0.68382628,0.5692651,0.52873563,0.63218391,Black,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,2,3,12,4,1,0,0,4,3,0,2,3,0,0,3,3,1,false,false,false,true,true
2026-05-04 10:15:00,NQ JUN26,27747.5,27758.5,27728.5,27743.25,3452,NeutralProcessing,2,NeutralProcessing_Age2,NeutralMaturation,NeutralFormation,N/A,2,true,false,false,false,false,true,1.37931034,0.36956522,0.58463883,0.94497673,0.54352314,0.14166667,0.49166667,Red,2,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,2,3,12,4,1,0,0,4,3,0,2,3,0,0,3,3,1,false,false,false,true,true
2026-05-04 10:20:00,NQ JUN26,27743.75,27793.5,27740,27788.25,7792,ExhaustionPersistence,1,ExhaustionPersistence_Age1,DestinationSelection,NeutralMaturation,ExhaustionPersistence,6,true,true,true,true,true,true,1.78333333,10.47058824,1.36860224,2.25724218,1.22084239,0.8317757,0.90186916,Black,0,2,false,false,ExtremeBreakConfirmed,ExhaustionPersistence,,0,ExhaustionPersistence,true,ExhaustionPersistence,ExhaustionPersistence,2,3,12,5,1,0,0,4,4,0,2,3,0,0,3,4,1,false,false,false,true,true
2026-05-04 10:25:00,NQ JUN26,27788.5,27803.75,27782,27795.5,3679,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,DestinationSelection,N/A,0,false,false,false,false,false,false,0.40654206,0.15730337,0.64632872,0.47215092,0.58166399,0.32183908,0.62068966,Black,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,2,3,12,5,1,0,0,4,4,0,2,3,0,0,3,4,1,false,false,false,true,true
2026-05-04 10:30:00,NQ JUN26,27796.25,27800,27780.5,27794,2551,NeutralProcessing,2,NeutralProcessing_Age2,NeutralMaturation,NeutralFormation,N/A,1,false,false,false,false,false,true,0.89655172,0.32142857,0.46450227,0.69339494,0.40839959,0.11538462,0.69230769,Red,2,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,2,3,12,5,1,0,0,4,4,0,2,3,0,0,3,4,1,false,false,false,true,true
2026-05-04 10:35:00,NQ JUN26,27793.25,27798.25,27773.25,27774.75,2725,ExhaustionPersistence,1,ExhaustionPersistence_Age1,DestinationSelection,NeutralMaturation,ExhaustionPersistence,5,true,true,true,true,true,false,1.28205128,8.22222222,0.51052908,1.06820855,0.44133347,0.74,0.06,Red,0,2,false,false,ExtremeBreakConfirmed,ExhaustionPersistence,,0,ExhaustionPersistence,true,ExhaustionPersistence,ExhaustionPersistence,2,3,12,6,1,0,0,4,5,0,2,3,0,0,3,5,1,false,false,false,true,true
2026-05-04 10:40:00,NQ JUN26,27774.5,27777,27753.5,27775.5,3938,ExhaustionPersistence,2,ExhaustionPersistence_Age2,Excursion,DestinationSelection,ExhaustionPersistence,3,false,false,true,false,true,true,0.94,0.05405405,0.77140059,1.44513761,0.6424416,0.04255319,0.93617021,Black,0,2,false,false,CandidatePending,CompressionProcessing,CompressionProcessing,1,ExhaustionPersistence,false,CompressionProcessing,ExhaustionPersistence,3,3,12,6,1,0,0,4,5,0,2,3,0,0,3,5,1,false,false,false,true,true
2026-05-04 10:45:00,NQ JUN26,27775.5,27781.5,27762.75,27776.25,1993,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,Excursion,N/A,0,false,false,false,false,false,false,0.79787234,0.75,0.39431381,0.50609446,0.32949624,0.04,0.72,Black,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,3,3,12,6,1,0,0,4,5,0,3,3,0,0,3,5,1,false,false,false,true,true
2026-05-04 10:50:00,NQ JUN26,27776.5,27779,27767.25,27775.75,1482,NeutralProcessing,2,NeutralProcessing_Age2,NeutralMaturation,NeutralFormation,N/A,2,false,false,false,true,false,true,0.62666667,1,0.30153514,0.74360261,0.24862402,0.06382979,0.72340426,Red,2,0,false,false,None,NeutralProcessing,,0,NeutralProcessing,false,NeutralProcessing,N/A,3,3,12,6,1,0,0,4,5,0,3,3,0,0,3,5,1,false,false,false,true,true
2026-05-04 10:55:00,NQ JUN26,27775.5,27792.75,27773,27786.75,2852,MixedStructure,1,MixedStructure_Age1,DestinationSelection,NeutralMaturation,RecoveryResolution,5,true,true,true,true,false,true,1.68085106,15,0.65939147,1.92442645,0.48321367,0.56962025,0.69620253,Black,0,2,false,false,ExtremeBreakConfirmed,MixedStructure,,0,MixedStructure,true,MixedStructure,MixedStructure,3,3,13,6,1,0,0,5,5,0,3,3,0,0,3,5,2,false,false,false,true,true
2026-05-04 11:00:00,NQ JUN26,27786.75,27802.5,27786.75,27792.25,2215,NeutralProcessing,1,NeutralProcessing_Age1,NeutralFormation,DestinationSelection,N/A,0,false,false,false,false,false,false,0.79746835,0.48888889,0.53062153,0.77664797,0.37967933,0.34920635,0.34920635,Black,1,0,false,false,ReturnToNeutral,NeutralProcessing,,0,NeutralProcessing,true,NeutralProcessing,N/A,3,3,13,6,1,0,0,5,5,0,3,3,0,0,3,5,2,false,false,false,true,true
