InputPath,Instrument,File,SourceRows,RowsAfterSessionFilter,SessionFilter,TimeMin,TimeMax,PressureRows
data/Validation/ES/xApvaV01StateLog_ES032024.csv,ES,xApvaV01StateLog_ES032024.csv,3279,3279,all,2024-01-17 07:40:00,2024-03-07 14:55:00,3276
data/Validation/NQ/xApvaV01StateLog_NQ032024.csv,NQ,xApvaV01StateLog_NQ032024.csv,3280,3280,all,2024-01-17 07:40:00,2024-03-07 14:55:00,3277
