Path,ReferencePath,RowKeyColumns,UniqueRowKeyCount,OverlappingRowKeyCount,RowKeyOverlapFraction,TimeKeyColumns,UniqueTimeKeyCount,OverlappingTimeKeyCount,TimeKeyOverlapFraction,MaximumComparableOverlapFraction,IndependenceStatus,IntendedExtensionOverride,DerivedOutputExcluded
tables/apva_forward_signed_return_dataset_generated.csv,tables/apva_forward_signed_return_dataset_v1.csv,"Instrument,File,BarIndex",3264,0,0.0,"Instrument,File,Time",3264,0,0.0,0.0,LikelyIndependent,False,False
