Path,Candidate,AvailableForCheck,Count,ES_Count,NQ_Count,BothESAndNQNonzero
tables/apva_forward_signed_return_dataset_generated.csv,Base_ES_NQ,True,196,0,196,False
tables/apva_forward_signed_return_dataset_generated.csv,CCRRR,True,2,0,2,False
tables/apva_forward_signed_return_dataset_generated.csv,PriorSlope_DominantPressureValue_Q3,True,42,0,42,False
tables/apva_forward_signed_return_dataset_generated.csv,RRCCC,True,2,0,2,False
