InputPath,Instrument,File,SourceRows,RowsAfterSessionFilter,SessionFilter,TimeMin,TimeMax,PressureRows
data/Validation/ES/xApvaV01StateLog_ES092022.csv,ES,xApvaV01StateLog_ES092022.csv,3190,3190,all,2022-07-18 06:40:00,2022-09-05 09:55:00,3187
data/Validation/NQ/xApvaV01StateLog_NQ092022.csv,NQ,xApvaV01StateLog_NQ092022.csv,3190,3190,all,2022-07-18 06:40:00,2022-09-05 09:55:00,3187
