InputPath,Instrument,File,SourceRows,RowsAfterSessionFilter,SessionFilter,TimeMin,TimeMax,PressureRows
data/Validation/ES/xApvaV01StateLog_ES062021.csv,ES,xApvaV01StateLog_ES062021.csv,2998,2998,all,2021-04-19 06:40:00,2021-06-04 13:55:00,2995
data/Validation/NQ/xApvaV01StateLog_NQ062021.csv,NQ,xApvaV01StateLog_NQ062021.csv,3085,3085,all,2021-04-19 06:40:00,2021-06-07 13:55:00,3082
