InputPath,Instrument,File,SourceRows,RowsAfterSessionFilter,SessionFilter,TimeMin,TimeMax,PressureRows
data/Validation/Temp/xApvaV01StateLog_ES122023.csv,ES,xApvaV01StateLog_ES122023.csv,3235,3235,all,2023-10-17 06:40:00,2023-12-06 14:55:00,3232
data/Validation/Temp/xApvaV01StateLog_NQ122023.csv,NQ,xApvaV01StateLog_NQ122023.csv,3146,3146,all,2023-10-18 06:40:00,2023-12-07 14:55:00,3143
