Threshold,Mode,RegimeWeek,Count,MeanSignedReturn,MedianSignedReturn,TStat,PositiveRowFraction
0.0,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.0,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.0,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.0,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.0,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.0,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.0,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.02,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.02,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.02,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.02,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.02,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.02,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.02,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.04,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.04,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.04,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.04,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.04,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.04,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.04,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.06,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.06,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.06,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.06,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.06,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.06,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.06,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.08,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.08,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.08,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.08,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.08,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.08,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.08,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.1,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.1,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.1,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.1,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.1,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.1,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.1,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.12,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.12,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.12,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.12,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.12,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.12,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.12,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.14,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.14,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.14,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.14,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.14,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.14,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.14,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.16,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.16,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.16,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.16,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.16,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.16,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.16,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.18,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.18,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.18,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.18,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.18,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.18,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.18,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.2,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.2,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.2,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.2,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.2,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.2,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.2,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.22,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.22,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.22,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.22,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.22,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.22,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.22,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.24,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.24,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.24,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.24,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.24,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.24,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.24,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
