Path,Candidate,AvailableForCheck,Count,ES_Count,NQ_Count,BothESAndNQNonzero
tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,Base_ES_NQ,True,364,199,165,True
tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,CCRRR,True,4,2,2,True
tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,True,69,33,36,True
tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,RRCCC,True,16,3,13,True
