ValidationMode,ValidationModeRule,Dataset,Candidate,CandidateRule,Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection,InTargetState,TargetEntry,PriorPressureSeq,PriorSlope_DominantPressureValue,NormalizedPolicyOutcome,DisasterStopped,PositiveOutcome,RegimeWeek,TimeBlock,Overlaps_CCRRR,Overlaps_RRCCC,OverlapClass,RegimeCode,Regime
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,1786,2022-11-14 13:55:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,11776.75,11789.75,11755.25,11756.5,Down,-1,11776.75,34.5,23.267857142857142,5,11757.5,1.0,0.0429777436684574,-1.0,-0.0429777436684574,27.5,-16.0,1.1818879508825786,-0.6876438986953185,0,1,True,True,RotationalPressure > RotationalPressure > RotationalPressure > CompressionPressure > CompressionPressure,0.0232730803683738,-0.0429777436684574,False,False,2022-W46,B05_2022-W46,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,1997,2022-11-17 09:00:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,11626.25,11629.5,11604.75,11606.0,Up,1,11626.5,24.75,28.535714285714285,5,11627.75,21.75,0.7622027534418023,21.75,0.7622027534418023,31.5,-8.0,1.1038798498122653,-0.2803504380475594,1,1,True,True,CompressionPressure > CompressionPressure > CompressionPressure > CompressionPressure > CompressionPressure,0.0427175248128182,0.7622027534418023,False,True,2022-W46,B05_2022-W46,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2230,2022-11-21 13:25:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,11607.5,11612.5,11586.25,11588.0,Down,-1,11607.25,26.25,16.339285714285715,5,11604.0,16.0,0.9792349726775956,-16.0,-0.9792349726775956,11.0,-17.75,0.673224043715847,-1.0863387978142076,0,1,True,True,RotationalPressure > RotationalPressure > CompressionPressure > CompressionPressure > CompressionPressure,0.0296276378326775,-0.9792349726775956,False,False,2022-W47,B06_2022-W47,False,True,Overlap_RRCCC,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2308,2022-11-22 12:25:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,11678.0,11686.0,11677.0,11684.5,Up,1,11678.5,9.0,10.035714285714286,5,11693.5,9.0,0.8967971530249109,9.0,0.8967971530249109,18.75,-6.0,1.8683274021352312,-0.597864768683274,1,1,True,True,RotationalPressure > CompressionPressure > CompressionPressure > CompressionPressure > CompressionPressure,0.05,0.8967971530249109,False,True,2022-W47,B06_2022-W47,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2424,2022-11-23 14:35:00,Unresolved,Balance->Balance->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.5555555555555556,0.6,0.0,0.0,0.0733856469952793,0.0694444444444444,0.6134780791798199,0.4917156117595194,CompressionPressure,0.6134780791798199,11877.5,11880.5,11877.0,11879.5,Up,1,11877.0,3.5,11.803571428571429,5,11877.75,-1.75,-0.1482602118003025,-1.75,-0.1482602118003025,1.0,-5.5,0.0847201210287443,-0.4659606656580938,0,1,True,True,RotationalPressure > RotationalPressure > RotationalPressure > RotationalPressure > RotationalPressure,0.0166143879341992,-0.1482602118003025,False,False,2022-W47,B06_2022-W47,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2545,2022-11-28 09:55:00,Unresolved,Unresolved->Balance->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.6666666666666666,0.6,0.0,0.0,0.0612328692175015,0.0833333333333333,0.5857003014020421,0.533382278426186,CompressionPressure,0.5857003014020421,11707.25,11714.5,11703.5,11713.75,Up,1,11707.25,11.0,18.267857142857142,5,11702.25,-11.5,-0.6295210166177908,-11.5,-0.6295210166177908,20.0,-51.5,1.0948191593352885,-2.819159335288368,0,1,True,True,RotationalPressure > CompressionPressure > RotationalPressure > RotationalPressure > RotationalPressure,0.0337938410038556,-2.0,True,False,2022-W48,B07_2022-W48,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2556,2022-11-28 10:50:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,11708.5,11712.5,11697.75,11698.5,Down,-1,11708.5,14.75,21.160714285714285,5,11676.0,-22.5,-1.0632911392405064,22.5,1.0632911392405064,39.0,-2.0,1.8430379746835444,-0.0945147679324894,1,1,True,True,CompressionPressure > CompressionPressure > CompressionPressure > CompressionPressure > CompressionPressure,0.0355597308892561,1.0632911392405064,False,True,2022-W48,B07_2022-W48,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2607,2022-11-29 07:35:00,Unresolved,Degrading->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.1567796494427114,0.3333333333333333,0.7,0.0,0.0,0.119975724756209,0.0416666666666666,0.7193679385764972,0.3780455483155931,CompressionPressure,0.7193679385764972,11621.75,11628.0,11598.0,11619.25,Down,-1,11623.25,30.0,7.428571428571429,5,11578.5,-40.75,-5.4855769230769225,40.75,5.4855769230769225,54.0,-0.5,7.269230769230769,-0.0673076923076923,1,1,True,True,CompressionPressure > RotationalPressure > RotationalPressure > RotationalPressure > CompressionPressure,0.0285425074785701,5.4855769230769225,False,True,2022-W48,B07_2022-W48,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2623,2022-11-29 08:55:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,11624.25,11630.75,11593.75,11593.75,Up,1,11624.0,37.0,24.678571428571427,5,11474.25,-119.5,-4.842257597684515,-119.5,-4.842257597684515,21.5,-120.5,0.8712011577424024,-4.882778581765558,0,1,True,True,RotationalPressure > RotationalPressure > RotationalPressure > CompressionPressure > CompressionPressure,0.0146878907976371,-2.0,True,False,2022-W48,B07_2022-W48,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2691,2022-11-29 14:35:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,11514.0,11516.25,11513.0,11516.25,Up,1,11513.5,3.25,12.767857142857142,5,11519.25,3.0,0.2349650349650349,3.0,0.2349650349650349,4.75,0.25,0.372027972027972,0.0195804195804195,1,1,True,True,RotationalPressure > RotationalPressure > CompressionPressure > CompressionPressure > CompressionPressure,0.0432689050346732,0.2349650349650349,False,True,2022-W48,B07_2022-W48,False,True,Overlap_RRCCC,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2725,2022-11-30 09:55:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,11570.5,11574.25,11560.25,11561.0,Up,1,11570.75,14.0,18.696428571428573,5,11521.0,-40.0,-2.139446036294174,-40.0,-2.139446036294174,5.75,-44.75,0.3075453677172874,-2.393505253104107,0,1,True,True,RotationalPressure > CompressionPressure > RotationalPressure > RotationalPressure > CompressionPressure,0.0371619692572626,-2.0,True,False,2022-W48,B07_2022-W48,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
Reference,no de-clustering,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,PriorSlope_DominantPressureValue_Q3,0.004718046888521732 <= PriorSlope_DominantPressureValue <= 0.05505235072964343 (frozen prior Q3 interval),NQ,xApvaV01StateLog_NQ122022.csv,2818,2022-12-01 10:10:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,11993.5,12002.25,11984.5,11995.25,Up,1,11993.5,17.75,28.982142857142858,5,12048.5,53.25,1.8373382624768944,53.25,1.8373382624768944,65.0,-7.0,2.242760320394332,-0.2415280345040049,1,1,True,True,CompressionPressure > CompressionPressure > CompressionPressure > CompressionPressure > CompressionPressure,0.0349355717013398,1.8373382624768944,False,True,2022-W48,B07_2022-W48,False,False,BaseOnly_NeitherGrammar,2022,2022 | tightening / bear trend
