ValidationMode,Regime,Instrument,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,ES_Count,NQ_Count,PositiveContribution,NegativeContribution,PositiveCount,NegativeCount,Top1PctWinContributionShare,Top5PctWinContributionShare,Top10PctWinContributionShare,NetContributionShare,AbsoluteNetContributionShare
Reference,generated | legacy generated regime,NQ,42,0.17865086065786623,0.28231029243515265,0.7651770469240772,0.6190476190476191,1.3846153346003374,-2.0,-0.5207940283815929,0.9371081585438362,1.6401403123693865,5.822822822822823,7.503336147630382,0.19047619047619047,0,42,27.012012668360562,-19.50867652073018,26,16,0.21556419709676625,0.37017760969525854,0.49478284771403824,0.03367374754486042,0.03367374754486042
Spacing_10,2020 | COVID / crisis,ES,30,0.7203733754394516,0.43520816101461257,2.5146170101872256,0.6666666666666666,3.3768668577234155,-2.0,-0.3797430830039526,1.6982857519614951,2.837427514725355,4.720930232558139,21.611201263183546,0.06666666666666667,30,0,30.70350746155553,-9.092306198371983,20,10,0.15375866221373274,0.2592220279920472,0.35243217528945575,0.11902305217925936,0.11902305217925933
Spacing_10,2020 | COVID / crisis,NQ,26,0.11773783834892584,-0.14227389565192275,0.3136301052654583,0.4230769230769231,1.192015473084516,-2.0,-0.8922201450117475,0.7204243227757865,2.137776706052568,6.2093308778391645,3.061183797072072,0.19230769230769232,0,26,19.003564626583046,-15.942380829510975,11,15,0.32674558693863526,0.5127919994496335,0.629325160362384,0.01685937928077673,0.016859379280776726
Spacing_10,2021 | 2021 observed regime,ES,33,0.5532773392946526,0.2947368421052632,1.6266719526498679,0.6060606060606061,2.3361729279934638,-2.0,-0.4890829694323144,1.064638783269962,2.96236559139785,5.739999999999999,18.258152196723536,0.09090909090909091,33,0,31.922665085891165,-13.664512889167629,20,13,0.17980954862496437,0.3595918575061589,0.5962716862796509,0.10055623355419896,0.10055623355419895
Spacing_10,2021 | 2021 observed regime,NQ,27,0.11101713465830321,0.0406091370558375,0.3815192701558856,0.5185185185185185,1.2290479040390911,-2.0,-0.6688379134904847,0.6813998208442529,1.5127143701951526,4.515,2.9974626357741867,0.14814814814814814,0,27,16.084081560969068,-13.086618925194879,14,13,0.2807123293229539,0.4779353965344494,0.6050762477215724,0.01650843686838054,0.016508436868380535
Spacing_10,2022 | tightening / bear trend,ES,56,0.7710155229501653,-0.2213177210428341,1.1955450497385283,0.48214285714285715,2.0898701655103378,-2.0,-1.9775449101796405,1.17234262125903,3.051300622891791,31.769230769230766,43.17686928520926,0.25,56,0,82.79339486006197,-39.61652557485271,27,29,0.38371697190249743,0.5965050776953168,0.7227871152096546,0.2377953313787005,0.23779533137870046
Spacing_10,2022 | tightening / bear trend,NQ,67,0.20029056909000345,0.2955484167049105,1.0202019790203953,0.5671641791044776,1.3596903092659007,-2.0,-1.0228512428735252,1.4274394640389354,1.9593894269492955,5.4855769230769225,13.419468129030232,0.208955223880597,0,67,50.72786311030815,-37.308394981277914,38,29,0.10813735463582393,0.272127232495462,0.3982665448384703,0.0739073240718219,0.07390732407182189
Spacing_10,2024 | modern mixed regime,ES,35,0.1946821965043643,0.0,0.8344805194651959,0.4857142857142857,1.4770548134005659,-2.0,-0.7260703812316716,0.6565825478868956,2.3528371890004367,3.712707182320442,6.813876877652751,0.05714285714285714,35,0,21.097092739330648,-14.283215861677895,17,17,0.17598193401306703,0.3197616182952707,0.5600735264111185,0.037527225501042906,0.0375272255010429
Spacing_10,2024 | modern mixed regime,NQ,36,0.020130440485681984,0.2554338043939805,0.09332639862258488,0.5833333333333334,1.0395065855825165,-2.0,-0.5901236394537225,0.944387301884146,1.5980814745106888,2.2227912932138283,0.7246958574845515,0.2222222222222222,0,36,19.068368103492585,-18.343672246008037,21,15,0.1165695607064927,0.2190234338429818,0.39553766147061337,0.0039912410147426745,0.0039912410147426745
Spacing_10,canonical | original regime,ES,61,0.5825514328754796,0.2121212121212121,1.4378557426963354,0.5409836065573771,1.956360356194896,-2.0,-1.3708333333333331,1.1886792452830188,1.875598086124402,16.06518010291595,35.53563740540426,0.19672131147540983,61,0,72.69280015814645,-37.1571627527422,33,27,0.22100098039923388,0.5697087970922671,0.6955943310733624,0.1957114726580273,0.19571147265802727
Spacing_10,canonical | original regime,NQ,196,0.17983835061465372,0.0641687706807596,1.7151248710497082,0.5255102040816326,1.3817457849058867,-2.0,-0.645916036546944,0.985369959171979,1.9943112247784807,5.644348452123831,35.24831672047213,0.15306122448979592,0,196,127.58284434115568,-92.33452762068356,103,91,0.08661000961728554,0.29778047092119897,0.47773464689195627,0.1941290624783065,0.19412906247830647
