ValidationMode,Instrument,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,ES_Count,NQ_Count,PositiveContribution,NegativeContribution,PositiveCount,NegativeCount,Top1PctWinContributionShare,Top5PctWinContributionShare,Top10PctWinContributionShare,NetContributionShare,AbsoluteNetContributionShare
Reference,ES,270,0.5238654843080859,0.2381492019096301,2.8215625178389274,0.5481481481481482,1.956814377871336,-2.0,-0.9838204592901879,1.1434329065908013,2.5961702127659576,31.769230769230766,141.44368076318318,0.17037037037037037,270,0,289.27139325832627,-147.82771249514315,148,120,0.21275088252684876,0.47731843765451387,0.6210780398103392,0.6347761454535711,0.6347761454535711
Reference,NQ,516,0.15771477677223705,0.14089918691283787,2.364135899932776,0.5329457364341085,1.3131975683628385,-2.0,-0.7844254285657956,1.0061113997848097,1.9517639830971516,6.2093308778391645,81.38082481447432,0.16472868217054262,0,516,341.2194475722184,-259.8386227577441,275,239,0.10078705966684737,0.3025939695927942,0.47004388850043266,0.3652238545464289,0.3652238545464289
Spacing_10,ES,215,0.5832359861775505,0.2231075697211155,2.699338994713264,0.5441860465116279,2.1017628930668724,-2.0,-0.8865497076023392,1.1748274275195583,2.7408264462809906,31.769230769230766,125.39573702817336,0.15348837209302327,215,0,239.20946030498573,-113.81372327681242,117,96,0.25112488374244996,0.4686535016063986,0.6215277431262617,0.690613315271229,0.690613315271229
Spacing_10,NQ,388,0.14478304896215907,0.1204424416222859,1.912496350284112,0.5360824742268041,1.28755136064689,-2.0,-0.7675914242801637,1.0061113997848097,1.9536281665951047,6.2093308778391645,56.175822997317724,0.17783505154639176,0,388,251.53508984600114,-195.35926684868338,208,178,0.09042419962252364,0.2961554778681611,0.45853545280350855,0.309386684728771,0.309386684728771
Spacing_20,ES,194,0.5825694584584292,0.17559702990166565,2.4609839645365557,0.5412371134020618,2.0758048953533983,-2.0,-0.887719298245614,1.1370881471972616,2.598723404255319,31.769230769230766,113.01847494093528,0.17010309278350516,194,0,218.0732812808982,-105.0548063399629,105,87,0.21935016793979292,0.49242814308107785,0.6518679064505661,0.7206691059568087,0.7206691059568087
Spacing_20,NQ,347,0.12624175819182362,0.1204424416222859,1.6440725119710549,0.5389048991354467,1.2595163303072523,-2.0,-0.6907223507990337,0.9543008481735544,1.928377095855742,6.2093308778391645,43.8058900925628,0.16714697406340057,0,347,212.60409265923414,-168.79820256667136,187,159,0.10167024751882904,0.29483148562011596,0.45927201323495964,0.2793308940431912,0.2793308940431912
