ValidationMode,Dataset,Regime,TimeBlock,RegimeWeek,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,ES_Count,NQ_Count,PositiveContribution,NegativeContribution,PositiveCount,NegativeCount,Top1PctWinContributionShare,Top5PctWinContributionShare,Top10PctWinContributionShare,NetContributionShare,AbsoluteNetContributionShare
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B12_2020-W32,2020-W32,6,0.7308228421233576,-0.09893581642833393,0.6978841798846204,0.5,2.20152229976213,-2.0,-0.9123711340206185,2.259312065585457,3.7914043427984065,4.720930232558139,4.3849370527401454,0.16666666666666666,6,0,8.03442158882262,-3.649484536082474,3,3,0.5875880647246386,0.5875880647246386,0.5875880647246386,0.019678881554667835,0.012672356153085026
Reference,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B08_2022-W49,2022-W49,4,-1.0804525920751993,-1.448051948051948,-1.7716099186079646,0.25,0.1172960255725163,-2.0,-2.0,-0.5285045401271472,0.13317430063100089,0.5742935278030993,-4.321810368300797,0.5,1,3,0.5742935278030993,-4.896103896103896,1,3,1.0,1.0,1.0,-0.019395579301732517,0.012489921646418862
Reference,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B08_2021-W23,2021-W23,4,1.0740578127489,0.32253051911482145,0.8764602210466403,0.5,4.191441622305918,-0.8638297872340426,-0.5777145527516631,1.9743028846153845,3.4987211538461542,4.515,4.2962312509956,0.0,0,4,5.6424038461538455,-1.3461725951582457,2,2,0.80019086245974,0.80019086245974,0.80019086245974,0.01928078439962386,0.01241599865033607
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B16_2020-W36,2020-W36,4,1.0574487978962912,1.1158209341920202,4.4133570416000865,1.0,inf,0.4188034188034187,0.9187831331818673,1.254486598906444,1.449404582201201,1.5793499043977055,4.229795191585165,0.0,4,0,4.229795191585165,0.0,4,0,0.37338685039400826,0.37338685039400826,0.37338685039400826,0.018982630212147023,0.012224000134478141
Reference,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B06_2021-W21,2021-W21,9,0.4660709971570766,0.3010752688172043,0.6360839554230047,0.6666666666666666,2.0244477383635364,-2.0,-0.951048951048951,0.651595744680851,1.687759036144579,5.739999999999999,4.19463897441369,0.1111111111111111,4,5,8.289175784182287,-4.094536809768598,6,3,0.6924693298160332,0.6924693298160332,0.6924693298160332,0.01882485484951204,0.012122399564245614
Reference,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B07_2022-W35,2022-W35,11,-0.379052737732348,-1.8746130030959751,-0.6092416595670395,0.45454545454545453,0.6488660208152699,-2.0,-2.0,0.9737944596443229,1.6131687242798354,3.976133651551313,-4.169580115055828,0.45454545454545453,4,7,7.705032888040147,-11.874613003095975,5,6,0.5160436962862441,0.5160436962862441,0.7254092820949455,-0.0187123947801274,0.012049980100350584
Reference,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B01_2024-W29,2024-W29,5,0.7480309228777384,0.9406392694063926,3.873082024595569,1.0,inf,0.1772899957788096,0.4298448332783097,0.955631399317406,1.1243020296916268,1.236749116607774,3.740154614388692,0.0,0,5,3.740154614388692,0.0,5,0,0.33066791192265027,0.33066791192265027,0.33066791192265027,0.01678520324635117,0.010808951364882148
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B15_2020-W35,2020-W35,5,0.7333092657819363,0.3368983957219251,0.841693507178367,0.8,2.833273164454841,-2.0,0.3097345132743363,1.781818181818182,2.655584415584416,3.238095238095238,3.6665463289096816,0.2,5,0,5.666546328909682,-2.0,4,1,0.5714407065861385,0.5714407065861385,0.5714407065861385,0.01645486127930322,0.010596225298763348
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B02_2020-W13,2020-W13,4,0.8912394548765686,-0.3221865291664451,0.48753434103347076,0.5,2.2598136360103283,-2.0,-1.122312608948286,1.6913655346584093,4.402144740566864,6.2093308778391645,3.5649578195062746,0.25,0,4,6.394707964770656,-2.829750145264381,2,2,0.9710108596119229,0.9710108596119229,0.9710108596119229,0.015998948635673447,0.010302637099722605
Reference,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B04_2021-W19,2021-W19,6,-0.5912001478318111,-0.5208778791829639,-1.6377032806383354,0.16666666666666666,0.16701181148398356,-2.0,-0.8432263646374076,-0.3296993441785197,0.21489843091588773,0.7112038970076549,-3.5472008869908667,0.16666666666666666,2,4,0.7112038970076549,-4.258404783998522,1,5,1.0,1.0,1.0,-0.01591925842175656,0.01025132001801423
Reference,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B08_2024-W36,2024-W36,6,-0.5652288486009839,-0.31427343135467223,-1.1529910930957004,0.3333333333333333,0.26729204819571717,-2.0,-1.6314643440391943,0.293764248080168,0.6185868855517208,0.8112582781456953,-3.391373091605903,0.3333333333333333,0,6,1.2371737711034416,-4.628546862709345,2,4,0.6557351094035317,0.6557351094035317,0.6557351094035317,-0.015219928718405528,0.009800981666991762
Reference,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B08_2024-W36,2024-W36,6,-0.5652288486009839,-0.31427343135467223,-1.1529910930957004,0.3333333333333333,0.26729204819571717,-2.0,-1.6314643440391943,0.293764248080168,0.6185868855517208,0.8112582781456953,-3.391373091605903,0.3333333333333333,0,6,1.2371737711034416,-4.628546862709345,2,4,0.6557351094035317,0.6557351094035317,0.6557351094035317,-0.015219928718405528,0.009800981666991762
Reference,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B04_2024-W32,2024-W32,12,-0.27172878506005893,-0.23533901028277635,-0.7870332642311533,0.4166666666666667,0.5574702950858733,-2.0,-0.988346504365183,0.3342878033146541,1.1089149770222002,1.9536281665951047,-3.260745420720707,0.16666666666666666,5,7,4.107676144004442,-7.36842156472515,5,7,0.4756042341474796,0.4756042341474796,0.7582398580514371,-0.01463369305933135,0.009423471032518517
Reference,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B07_2022-W48,2022-W48,13,0.22468842039962458,0.2349650349650349,0.3468787743092948,0.5384615384615384,1.2841001679246473,-2.0,-2.0,1.0632911392405064,2.947572364537265,5.4855769230769225,2.9209494651951196,0.38461538461538464,6,7,13.202356500370998,-10.28140703517588,7,6,0.4154998331489362,0.4154998331489362,0.6597843205403899,0.013108744290143286,0.00844146939463702
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B03_2020-W14,2020-W14,7,0.38079658287449397,-0.0120793787748058,0.6071945254608205,0.42857142857142855,2.170781271365131,-2.0,-0.13233523397184926,0.7033904515716398,1.8566929258666338,3.5355450236966823,2.6655760801214576,0.14285714285714285,0,7,4.942325926839962,-2.2767498467185043,3,4,0.7153605561495716,0.7153605561495716,0.7153605561495716,0.011962670233290233,0.007703446830402014
Reference,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B03_2024-W31,2024-W31,9,0.28891462677366586,0.0,0.6441736683432517,0.4444444444444444,1.8737318184942566,-1.3658536585365857,-0.4754716981132076,0.6490066225165563,1.927190684133916,3.033333333333333,2.600231640962993,0.0,7,2,5.576238220927194,-2.9760065799642,4,4,0.5439748470482244,0.5439748470482244,0.5439748470482244,0.011669415059273068,0.007514603069207722
Reference,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B04_2022-W32,2022-W32,8,-0.2930197031262546,-0.37129987129987124,-0.7995706557184048,0.375,0.4971947562803198,-2.0,-0.9211503767377693,0.5226216678894595,0.8081906066834132,1.1920529801324504,-2.3441576250100367,0.125,4,4,2.3180006445980896,-4.662158269608126,3,5,0.5142591236591897,0.5142591236591897,0.5142591236591897,-0.01052019668542724,0.006774555699615768
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B05_2020-W16,2020-W16,3,-0.7739226021383848,-0.6683716965046888,-1.8151914033654284,0.0,0.0,-1.5594936708860758,-1.1139326836953822,-0.3811370677645395,-0.2087962905204499,-0.0939024390243902,-2.3217678064151546,0.0,0,3,0.0,-2.3217678064151546,0,3,,,,-0.01041971483520687,0.006709849695396162
Reference,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B04_2022-W45,2022-W45,14,0.16550073477408547,0.18077254768255754,0.3915983452086204,0.5,1.3071684395625465,-2.0,-0.7083333333333334,1.2924013969886063,2.352608695652175,2.649462365591398,2.3170102868371965,0.21428571428571427,6,8,9.860136430059997,-7.5431261432228,7,7,0.2687044326804792,0.2687044326804792,0.5323924676729301,0.010398363864111368,0.00669610058525569
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B06_2020-W17,2020-W17,3,0.7585178040350455,2.061007957559682,0.5496621857196374,0.6666666666666666,2.137776706052568,-2.0,0.030503978779841123,2.137776706052568,2.1838379551483,2.214545454545455,2.2755534121051366,0.3333333333333333,0,3,4.275553412105136,-2.0,2,1,0.5179552776198598,0.5179552776198598,0.5179552776198598,0.010212312179066289,0.00657629127550284
Reference,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B01_2022-W29,2022-W29,11,0.18792644679194204,0.3333333333333333,0.39128866590507644,0.5454545454545454,1.3257777533570765,-2.0,-0.9539511642283124,1.6605326552462527,2.1573472041612485,2.174018126888217,2.0671909147113623,0.18181818181818182,5,6,8.412593243167986,-6.345402328456625,6,5,0.25842425326504104,0.25842425326504104,0.514866843772227,0.00927721531055262,0.005974128976668893
Reference,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B05_2024-W33,2024-W33,4,0.5160891269844801,0.4203653004141258,1.6211932548131165,0.75,15.308939680735412,-0.1442704039571311,0.17844261378284923,0.7580118136157565,1.1239425120863826,1.3678963110667997,2.0643565079379202,0.0,0,4,2.2086269118950512,-0.1442704039571311,3,1,0.6193424084890435,0.6193424084890435,0.6193424084890435,0.009264494955733053,0.005965937613444345
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B08_2020-W19,2020-W19,4,0.4643032081250491,-0.7406973812182559,0.2808586963814613,0.25,1.533468037735656,-2.0,-1.1847826086956523,0.9083884356024454,3.5665199312030045,5.3386075949367084,1.8572128325001964,0.25,0,4,5.3386075949367084,-3.481394762436512,1,3,1.0,1.0,1.0,0.008334867961158477,0.005367297678951893
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B04_2020-W15,2020-W15,3,0.5821806556898478,0.0411764705882352,0.784491415536526,0.6666666666666666,6.073288571011531,-0.3442622950819672,-0.151542912246866,1.0454021310757553,1.6479375273682675,2.0496277915632755,1.7465419670695435,0.0,0,3,2.0908042621515106,-0.3442622950819672,2,1,0.9803059179983385,0.9803059179983385,0.9803059179983385,0.007838195186574075,0.00504746170282745
Reference,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B06_2024-W34,2024-W34,6,0.28441461296252496,0.22189622121502234,0.46216963590263715,0.5,1.6642142567008875,-2.0,-0.3950976300272706,1.2859736972332392,1.8841496102005724,2.2227912932138283,1.7064876777751496,0.16666666666666666,0,6,4.275670227772152,-2.5691825499970022,3,3,0.5198696753495928,0.5198696753495928,0.5198696753495928,0.007658438075970123,0.004931705829187241
Reference,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B06_2022-W47,2022-W47,7,-0.22810489720970842,-0.1482602118003025,-0.3981661277228061,0.42857142857142855,0.6885937045242599,-2.0,-1.4896174863387976,0.7724726505865296,1.332404532949699,1.98581560283688,-1.596734280467959,0.2857142857142857,4,3,3.5307609040099392,-5.1274951844778975,3,4,0.5624327607631429,0.5624327607631429,0.5624327607631429,-0.00716588274852684,0.004614521312520432
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B10_2020-W30,2020-W30,2,0.7941646191646193,0.7941646191646193,0.6406520985084982,0.5,4.565637065637066,-0.4454545454545455,0.1743550368550369,1.4139742014742018,1.7858599508599513,2.033783783783784,1.5883292383292387,0.0,2,0,2.033783783783784,-0.4454545454545455,1,1,1.0,1.0,1.0,0.007128162291717429,0.004590230955285546
Reference,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B07_2024-W35,2024-W35,12,0.10678315842591846,-0.12410256410256415,0.20542311225307305,0.5,1.1689367141459883,-2.0,-1.1580381471389645,0.9872644312393889,2.4409444063143453,3.712707182320442,1.2813979011110215,0.25,8,4,8.866474404988615,-7.585076503877594,6,6,0.41873545365805515,0.41873545365805515,0.7114949612466182,0.005750704563616481,0.003703207225414368
Reference,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B08_2022-W36,2022-W36,2,0.6273902749954471,0.6273902749954471,1.18262959148644,1.0,inf,0.0968858131487889,0.362138044072118,0.8926425059187761,1.0517938444727737,1.1578947368421053,1.2547805499908942,0.0,1,1,1.2547805499908942,0.0,2,0,0.9227866473149493,0.9227866473149493,0.9227866473149493,0.005631250237661068,0.00362628376010825
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B01_2020-W12,2020-W12,2,-0.5119974059662775,-0.5119974059662775,-0.3440836783612988,0.5,0.4880025940337225,-2.0,-1.2559987029831388,0.23200389105058372,0.6784046692607005,0.976005188067445,-1.023994811932555,0.5,0,2,0.976005188067445,-2.0,1,1,1.0,1.0,1.0,-0.004595521526135186,0.002959318868126441
Reference,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B03_2024-W31,2024-W31,2,0.4338662962447516,0.4338662962447516,0.3565666636454274,0.5,2.1083251162135515,-0.782922429344558,-0.17452806654990316,1.0422606590394063,1.4072972767161993,1.6506550218340612,0.8677325924895032,0.0,0,2,1.6506550218340612,-0.782922429344558,1,1,1.0,1.0,1.0,0.0038942421985407967,0.0025077250426651498
Reference,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B03_2021-W18,2021-W18,12,0.05080485885740809,0.41993003498250875,0.15801583632579644,0.6666666666666666,1.1265726587450997,-2.0,-0.2875,0.6472363161131611,1.0024248633879782,1.6014760147601477,0.6096583062888971,0.16666666666666666,10,2,5.426324972955563,-4.816666666666666,8,4,0.2951308708457005,0.2951308708457005,0.48545984863329,0.002736046938411908,0.0017618969431161269
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B07_2020-W18,2020-W18,2,-0.21915660830518163,-0.21915660830518163,-0.403362292677423,0.5,0.42514873773918627,-0.762481089258699,-0.49081884878194026,0.052505632171577,0.21550297645763222,0.3241678726483357,-0.43831321661036327,0.0,0,2,0.3241678726483357,-0.762481089258699,1,1,1.0,1.0,1.0,-0.0019670781518130857,0.0012667140076776807
Reference,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B04_2024-W32,2024-W32,7,-0.06243624863911422,0.1204424416222859,-0.13010116117412,0.5714285714285714,0.8708376244283613,-2.0,-0.6918771373610716,0.43631496301547645,1.165672836088315,1.9536281665951047,-0.4370537404737995,0.14285714285714285,0,7,2.946700534248344,-3.3837542747221434,4,3,0.6629883640664708,0.6629883640664708,0.6629883640664708,-0.0019614258285495442,0.0012630741537922358
Reference,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B04_2026-W17,2026-W17,64,-0.005243727807012766,0.10586371137113709,-0.03318002637667894,0.515625,0.9897449368921329,-2.0,-0.7068910256410257,0.9194810087311084,1.3649242794333174,2.700046360686138,-0.335598579648817,0.1875,15,49,32.38956128712617,-32.72515986677499,33,30,0.0833616218741228,0.277222054372022,0.4378237983912955,-0.0015061116315676331,0.0009698713287393016
Reference,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B11_2020-W31,2020-W31,5,0.058896127045859725,0.2545454545454546,0.13125228569516664,0.6,1.163951642006496,-1.3333333333333333,-0.4628099173553719,0.5294117647058824,0.9957647058823531,1.3066666666666669,0.2944806352292986,0.0,5,0,2.0906238859180037,-1.7961432506887052,3,2,0.6250127894682992,0.6250127894682992,0.6250127894682992,0.0013215810104273645,0.0008510415189382051
Reference,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B03_2022-W44,2022-W44,9,0.028867284600213247,-0.5711297071129706,0.030931061036287857,0.3333333333333333,1.0334450272946833,-2.0,-2.0,0.2955484167049105,1.9859154929577478,7.000000000000001,0.25980556140191924,0.3333333333333333,3,6,8.027942782902095,-7.768137221500176,3,6,0.8719543959516746,0.8719543959516746,0.8719543959516746,0.0011659649405633854,0.000750831440688512
Reference,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B05_2022-W46,2022-W46,3,-0.04580611562333725,-0.0429777436684574,-0.09801815724022123,0.3333333333333333,0.847248639652425,-0.8566433566433567,-0.44981055015590704,0.35961250488667246,0.6011666540197504,0.7622027534418023,-0.13741834687001175,0.0,1,2,0.7622027534418023,-0.8996211003118141,1,2,1.0,1.0,1.0,-0.0006167111041658723,0.00039713551473145024
Reference,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B06_2024-W34,2024-W34,10,0.007139726174349858,0.018210717529518652,0.018147688895498518,0.5,1.0157254792918462,-2.0,-0.7191429317478809,0.43951701957319933,1.6132362637899673,2.2227912932138283,0.07139726174349859,0.1,4,6,4.611625283951927,-4.540228022208429,5,5,0.4819973775729258,0.4819973775729258,0.4819973775729258,0.00032041925352153694,0.00020633626396147583
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B05_2022-W33,2022-W33,8,4.360356005213009,0.5411455250871309,1.0962788978894742,0.625,9.116306227525204,-2.0,-0.7234042553191489,3.1198718950164035,11.808607068607062,31.769230769230766,34.88284804170407,0.25,5,3,39.1807203821296,-4.297872340425532,5,3,0.8108383526230614,0.8108383526230614,0.8108383526230614,0.19211625453241038,0.11328990563279095
Spacing_10,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B05_2026-W18,2026-W18,36,0.8579999303784844,0.4759846347873805,2.015639403421576,0.6666666666666666,3.3083273753682,-2.0,-0.3519122507392824,1.321078431372549,3.4925154980052877,12.237037037037036,30.887997493625438,0.08333333333333333,11,25,44.26911397789298,-13.381116484267539,24,12,0.2764238074235672,0.3770480362430091,0.5450272189515596,0.17011473321752058,0.10031572872304277
Spacing_10,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B02_2026-W15,2026-W15,34,0.6322797767383553,0.14169252511597896,1.1935427631104518,0.5294117647058824,2.4300242677306003,-2.0,-0.7653883025642918,0.7987147400502284,1.9670093227445369,16.06518010291595,21.497512409104083,0.08823529411764706,9,25,36.53048275388005,-15.032970344775968,18,15,0.43977464549683787,0.5877497751901393,0.7047573170939571,0.11839691417579944,0.06981801340462392
Spacing_10,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B08_2026-W21,2026-W21,29,0.5264487312863569,-0.0665610142630745,1.4582008467542718,0.4827586206896552,2.1423078559031206,-2.0,-0.5146022155085599,1.325635103926097,2.8485164157855443,5.644348452123831,15.267013207304352,0.10344827586206896,9,20,28.63207336022967,-13.365060152925317,14,15,0.19713376607800628,0.3754611365307977,0.4888706073756061,0.08408262398120607,0.049583063959750866
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B01_2022-W42,2022-W42,7,1.7577614394619896,1.0871331828442437,1.0815307859393852,0.7142857142857143,4.076082519058482,-2.0,-0.9036929761042723,2.203566590584349,5.973462079210551,10.61744966442953,12.304330076233928,0.2857142857142857,4,3,16.304330076233928,-4.0,5,2,0.6512042883568764,0.6512042883568764,0.6512042883568764,0.06776573420697882,0.03996108321042804
Spacing_10,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B03_2026-W16,2026-W16,30,0.3156145628374646,-0.15249220436555525,0.817542398639072,0.4666666666666667,1.5834600731525152,-2.0,-0.693779112794393,1.0107070581161737,1.8607505070993917,7.962085308056872,9.468436885123937,0.2,5,25,25.696517127126917,-16.228080242002974,14,16,0.3098507579321548,0.5102446580813798,0.5853923706373392,0.05214713627946277,0.03075088134785586
Spacing_10,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B07_2026-W20,2026-W20,38,0.23174319121772768,0.43646180785040134,1.0368250199547706,0.6052631578947368,1.5116481174976275,-2.0,-0.51345891639756,1.0967840896036538,1.8932541831595155,2.853030303030303,8.806241266273652,0.15789473684210525,7,31,26.01776020890807,-17.211518942634413,23,15,0.10965702966443171,0.21678329004624536,0.39179176095860835,0.048500113481634084,0.028600251930203192
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B02_2021-W17,2021-W17,16,0.48970340323784783,0.18747936612743477,1.1874704532474556,0.625,2.193048865260378,-2.0,-0.5151846721915712,1.9849201655824957,2.663978494623656,3.172151898734177,7.835254451805565,0.125,8,8,14.402675686555709,-6.567421234750141,10,6,0.22024740178626998,0.22024740178626998,0.4397406675779573,0.04315243230110246,0.025446753556152425
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B05_2021-W20,2021-W20,8,0.8589977735570378,0.7009940904301617,1.509057736724735,0.75,6.518545073468314,-0.8888888888888888,-0.04901457321304657,1.121790757381258,2.1287744909719546,4.394160583941606,6.871982188456302,0.0,7,1,8.117234713708825,-1.2452525252525253,6,2,0.5413371349876712,0.5413371349876712,0.5413371349876712,0.037847238782833255,0.022318309924398098
Spacing_10,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B04_2026-W17,2026-W17,43,-0.15817921874864635,0.0,-0.8055633515552457,0.4883720930232558,0.7346297608788264,-2.0,-1.131987639553429,0.7467181240457766,1.24715038962251,2.169491525423729,-6.801706406191793,0.23255813953488372,10,33,18.829300404206386,-25.63100681039818,21,21,0.11521891301596493,0.3334725255186209,0.49969743195335276,-0.037460196989203005,0.02209007349337336
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B05_2024-W33,2024-W33,6,1.1162830698453174,0.9613066460994376,2.5863590514702666,0.8333333333333334,47.42461818476697,-0.1442704039571311,0.3531894600551509,1.9613770628413265,2.3166709555669924,2.4741379310344827,6.697698419071904,0.0,2,4,6.841968823029036,-0.1442704039571311,5,1,0.3616119855306717,0.3616119855306717,0.3616119855306717,0.03688737607437864,0.02175228412962125
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B02_2022-W30,2022-W30,6,1.0696037028164411,1.5560999685915555,1.6628749867998656,0.8333333333333334,4.208811108449323,-2.0,1.0832756299614446,2.011695315133131,2.131352979945391,2.216194331983806,6.417622216898647,0.16666666666666666,1,5,8.417622216898646,-2.0,5,1,0.26328032725616085,0.26328032725616085,0.26328032725616085,0.03534486466932194,0.020842673581873992
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B07_2021-W22,2021-W22,6,-1.0571477249350216,-1.1187596899224808,-3.5565949771119594,0.0,0.0,-2.0,-1.5328425357873212,-0.4803140275514739,-0.2796773499132593,-0.1669980119284294,-6.34288634961013,0.16666666666666666,3,3,0.0,-6.34288634961013,0,6,,,,-0.034933259089251885,0.020599952020194788
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B14_2020-W34,2020-W34,5,1.2616927238136024,1.435897435897436,2.062286479738043,0.6,24.721198349629038,-0.1826086956521739,-0.0833333333333333,2.3037974683544302,2.622345433622764,2.834710743801653,6.308463619068013,0.0,5,0,6.574405648053519,-0.26594202898550723,3,2,0.43117369014808576,0.43117369014808576,0.43117369014808576,0.03474367691824842,0.020488156449773552
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B01_2021-W16,2021-W16,3,1.946383370959553,0.1613559322033898,1.0257820767305916,0.6666666666666666,96.1990009474682,-0.0613362541073384,0.05000983904802571,2.950243183492999,4.623575534266765,5.739130434782608,5.839150112878659,0.0,1,2,5.900486366985998,-0.0613362541073384,2,1,0.9726537912016546,0.9726537912016546,0.9726537912016546,0.03215894665474534,0.018963955135568342
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B03_2022-W31,2022-W31,9,0.5950447870863856,1.2156862745098038,1.3759068085704798,0.7777777777777778,2.856800339265911,-2.0,0.2231075697211155,1.5227127319257838,1.6557986633623907,1.7098405289770515,5.355403083777471,0.1111111111111111,5,4,8.23961361009326,-2.8842105263157896,7,2,0.20751464933774955,0.20751464933774955,0.20751464933774955,0.029494724190427285,0.01739287770486382
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B08_2021-W23,2021-W23,3,1.7200203460765475,1.127403846153846,1.167917054516283,0.6666666666666666,11.697912259615386,-0.4823428079242032,0.32253051911482145,2.8212019230769227,3.837480769230769,4.515,5.160061038229642,0.0,0,3,5.6424038461538455,-0.4823428079242032,2,1,0.80019086245974,0.80019086245974,0.80019086245974,0.028418883648437095,0.01675846041531877
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B06_2021-W21,2021-W21,8,0.64321099068283,0.46407220110772585,0.7978496650899156,0.75,2.6369358358388877,-2.0,-0.06481933310096433,0.657371507305819,2.194289156626505,5.739999999999999,5.14568792546264,0.125,4,4,8.289175784182287,-3.143487858719647,6,2,0.6924693298160332,0.6924693298160332,0.6924693298160332,0.0283397241547092,0.016711780494370904
Spacing_10,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B07_2024-W35,2024-W35,4,-1.2380645161290322,-2.0,-1.624894157493649,0.25,0.17462365591397852,-2.0,-2.0,-1.2380645161290322,0.13341935483871026,1.047741935483871,-4.952258064516129,0.75,0,4,1.047741935483871,-6.0,1,3,1.0,1.0,1.0,-0.027274414912890958,0.016083573454997415
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B07_2022-W48,2022-W48,12,0.41007912209959324,0.37269085081585085,0.6077825204983224,0.5833333333333334,1.5942165919744105,-2.0,-2.0,1.2568029200496034,3.0863516272948104,5.4855769230769225,4.920949465195119,0.3333333333333333,5,7,13.202356500370998,-8.28140703517588,7,5,0.4154998331489362,0.4154998331489362,0.6597843205403899,0.027101983727541145,0.015981891727108354
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B08_2022-W49,2022-W49,3,-1.632034632034632,-2.0,-4.435294117647058,0.0,0.0,-2.0,-2.0,-1.448051948051948,-1.1168831168831168,-0.8961038961038961,-4.896103896103896,0.6666666666666666,1,2,0.0,-4.896103896103896,0,3,,,,-0.02696514749014948,0.015901200145550205
