ValidationMode,Dataset,Regime,TimeBlock,RegimeWeek,Count,Mean,Median,TStat,WinRate,ProfitFactor,Min,Q25,Q75,Q90,Max,Sum,StopRate,ES_Count,NQ_Count,PositiveContribution,NegativeContribution,PositiveCount,NegativeCount,Top1PctWinContributionShare,Top5PctWinContributionShare,Top10PctWinContributionShare,NetContributionShare,AbsoluteNetContributionShare
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B08_2024-W36,2024-W36,4,-1.1571367156773362,-1.2629286880783885,-2.3412719393283967,0.0,0.0,-2.0,-2.0,-0.42006540375572476,-0.22963985343383014,-0.1026894865525672,-4.628546862709345,0.5,0,4,0.0,-4.628546862709345,0,4,,,,-0.025491585037103484,0.01503224841808749
Spacing_10,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B08_2024-W36,2024-W36,4,-1.1571367156773362,-1.2629286880783885,-2.3412719393283967,0.0,0.0,-2.0,-2.0,-0.42006540375572476,-0.22963985343383014,-0.1026894865525672,-4.628546862709345,0.5,0,4,0.0,-4.628546862709345,0,4,,,,-0.025491585037103484,0.01503224841808749
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B12_2020-W32,2020-W32,6,0.7308228421233576,-0.09893581642833393,0.6978841798846204,0.5,2.20152229976213,-2.0,-0.9123711340206185,2.259312065585457,3.7914043427984065,4.720930232558139,4.3849370527401454,0.16666666666666666,6,0,8.03442158882262,-3.649484536082474,3,3,0.5875880647246386,0.5875880647246386,0.5875880647246386,0.024149911209247407,0.014241070692299808
Spacing_10,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B01_2026-W14,2026-W14,7,-0.6049980269394786,-0.5143992055610724,-1.4419150897209323,0.2857142857142857,0.22956727212913286,-2.0,-1.4550898203592815,0.19152463610626558,0.5958353472758865,0.8065433854907539,-4.23498618857635,0.2857142857142857,0,7,1.2619067072900618,-5.496892895866412,2,5,0.6391466031770302,0.6391466031770302,0.6391466031770302,-0.023324061257070188,0.013754071487694667
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B16_2020-W36,2020-W36,4,1.0574487978962912,1.1158209341920202,4.4133570416000865,1.0,inf,0.4188034188034187,0.9187831331818673,1.254486598906444,1.449404582201201,1.5793499043977055,4.229795191585165,0.0,4,0,4.229795191585165,0.0,4,0,0.37338685039400826,0.37338685039400826,0.37338685039400826,0.023295471994575243,0.013737212555804462
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B06_2022-W34,2022-W34,11,0.38302482898139556,0.6798076923076922,0.8445917278375512,0.6363636363636364,1.8594818889981664,-1.9700598802395208,-0.5860241034427214,1.5113475177304965,1.926605504587156,2.594249201277955,4.213273118795351,0.0,5,6,9.115381205920315,-4.902108087124963,7,4,0.28460128464984286,0.28460128464984286,0.4959589296088767,0.02320447716704006,0.013683553403175116
Spacing_10,tables/apva_forward_signed_return_dataset_v1.csv,canonical | original regime,B06_2026-W19,2026-W19,40,-0.10266386351967313,0.01912568306010925,-0.5034665243803103,0.5,0.8225730548632794,-2.0,-0.9565539360387323,0.9497567924890088,1.3294744823197109,2.4240282685512367,-4.1065545407869255,0.225,10,30,19.038489959768036,-23.14504450055496,20,19,0.12732250686234417,0.2314503492876583,0.3947861139233669,-0.02261672775301595,0.01333696078500971
Spacing_10,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B01_2024-W29,2024-W29,5,0.7480309228777384,0.9406392694063926,3.873082024595569,1.0,inf,0.1772899957788096,0.4298448332783097,0.955631399317406,1.1243020296916268,1.236749116607774,3.740154614388692,0.0,0,5,3.740154614388692,0.0,5,0,0.33066791192265027,0.33066791192265027,0.33066791192265027,0.020598790988322218,0.012146994500264525
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B15_2020-W35,2020-W35,5,0.7333092657819363,0.3368983957219251,0.841693507178367,0.8,2.833273164454841,-2.0,0.3097345132743363,1.781818181818182,2.655584415584416,3.238095238095238,3.6665463289096816,0.2,5,0,5.666546328909682,-2.0,4,1,0.5714407065861385,0.5714407065861385,0.5714407065861385,0.02019339553173928,0.01190793501447544
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B02_2020-W13,2020-W13,4,0.8912394548765686,-0.3221865291664451,0.48753434103347076,0.5,2.2598136360103283,-2.0,-1.122312608948286,1.6913655346584093,4.402144740566864,6.2093308778391645,3.5649578195062746,0.25,0,4,6.394707964770656,-2.829750145264381,2,2,0.9710108596119229,0.9710108596119229,0.9710108596119229,0.019633899818924206,0.011578003449543345
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B04_2021-W19,2021-W19,6,-0.5912001478318111,-0.5208778791829639,-1.6377032806383354,0.16666666666666666,0.16701181148398356,-2.0,-0.8432263646374076,-0.3296993441785197,0.21489843091588773,0.7112038970076549,-3.5472008869908667,0.16666666666666666,2,4,0.7112038970076549,-4.258404783998522,1,5,1.0,1.0,1.0,-0.019536104037949944,0.011520333811829321
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B08_2020-W19,2020-W19,3,-1.1604649208121707,-0.9130434782608696,-2.689998319746743,0.0,0.0,-2.0,-1.4565217391304348,-0.7406973812182559,-0.6372897229926877,-0.5683512841756422,-3.481394762436512,0.3333333333333333,0,3,0.0,-3.481394762436512,0,3,,,,-0.0191736787520455,0.011306613600913357
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B02_2022-W43,2022-W43,8,-0.34748366093527805,-0.3095680042732189,-0.7747655824258568,0.375,0.4892448694148637,-2.0,-1.1176470588235294,0.4794426229508197,0.8939470365699873,1.641025641025641,-2.7798692874822244,0.25,6,2,2.6627961328289196,-5.442665420311143,3,5,0.6162791138209431,0.6162791138209431,0.6162791138209431,-0.015310047934224693,0.009028251617351891
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B03_2020-W14,2020-W14,6,0.4566001992976168,0.32862166519427044,0.6198731179186808,0.5,2.2437328900713265,-2.0,-0.14600385890329293,0.7204243227757865,2.1365016088383078,3.5355450236966823,2.739601195785701,0.16666666666666666,0,6,4.942325926839962,-2.202724731054261,3,3,0.7153605561495716,0.7153605561495716,0.7153605561495716,0.015088272609438862,0.008897471920038825
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B04_2024-W32,2024-W32,10,-0.2736110428415686,-0.23533901028277635,-0.6911480332462394,0.4,0.5589349707579707,-2.0,-0.8979151078157948,0.20430609311594525,1.2402408654399981,1.9536281665951047,-2.736110428415686,0.2,5,5,3.4673068615873204,-6.2034172900030065,4,6,0.5634425346768244,0.5634425346768244,0.5634425346768244,-0.015069047311327612,0.008886134866783822
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B01_2024-W29,2024-W29,9,0.29671619083328804,0.1772899957788096,1.3695109710885074,0.6666666666666666,3.2092042086943158,-0.6618181818181819,-0.1700404858299595,0.9406392694063926,1.0118549427754797,1.236749116607774,2.6704457174995926,0.0,4,5,3.879227462070811,-1.2087817445712183,6,3,0.31881325049899806,0.31881325049899806,0.31881325049899806,0.014707400856856026,0.008672873928508516
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B04_2022-W32,2022-W32,8,-0.2930197031262546,-0.37129987129987124,-0.7995706557184048,0.375,0.4971947562803198,-2.0,-0.9211503767377693,0.5226216678894595,0.8081906066834132,1.1920529801324504,-2.3441576250100367,0.125,4,4,2.3180006445980896,-4.662158269608126,3,5,0.5142591236591897,0.5142591236591897,0.5142591236591897,-0.012910378831800186,0.007613179858716634
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B05_2020-W16,2020-W16,3,-0.7739226021383848,-0.6683716965046888,-1.8151914033654284,0.0,0.0,-1.5594936708860758,-1.1139326836953822,-0.3811370677645395,-0.2087962905204499,-0.0939024390243902,-2.3217678064151546,0.0,0,3,0.0,-2.3217678064151546,0,3,,,,-0.012787067567680745,0.007540463880000763
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B06_2020-W17,2020-W17,3,0.7585178040350455,2.061007957559682,0.5496621857196374,0.6666666666666666,2.137776706052568,-2.0,0.030503978779841123,2.137776706052568,2.1838379551483,2.214545454545455,2.2755534121051366,0.3333333333333333,0,3,4.275553412105136,-2.0,2,1,0.5179552776198598,0.5179552776198598,0.5179552776198598,0.01253254315701021,0.007390372225672565
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B07_2022-W35,2022-W35,10,-0.21695801150558275,-0.8532357050878105,-0.326703484068653,0.5,0.7802870740984379,-2.0,-2.0,1.1707207592339262,1.8494652170069823,3.976133651551313,-2.1695801150558274,0.4,3,7,7.705032888040147,-9.874613003095975,5,5,0.5160436962862441,0.5160436962862441,0.5160436962862441,-0.011948898355839633,0.007046200075280527
Spacing_10,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B05_2024-W33,2024-W33,4,0.5160891269844801,0.4203653004141258,1.6211932548131165,0.75,15.308939680735412,-0.1442704039571311,0.17844261378284923,0.7580118136157565,1.1239425120863826,1.3678963110667997,2.0643565079379202,0.0,0,4,2.2086269118950512,-0.1442704039571311,3,1,0.6193424084890435,0.6193424084890435,0.6193424084890435,0.011369382449807132,0.0067044627117923816
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B03_2024-W31,2024-W31,8,0.24390312730580468,-0.1758793969849246,0.48203298710393405,0.375,1.65565211837331,-1.3658536585365857,-0.5523343809210453,0.5950961878909478,2.0654585152838427,3.033333333333333,1.9512250184464375,0.0,6,2,4.927231598410637,-2.9760065799642,3,4,0.615626294958773,0.615626294958773,0.615626294958773,0.010746314115341094,0.006337042719214246
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B02_2024-W30,2024-W30,13,0.1417979538998132,0.3875432525951557,0.39907230222436674,0.6923076923076923,1.3218037677621854,-2.0,-0.3700440528634361,0.7747035573122529,1.5574495620498725,2.170886075949367,1.8433734006975717,0.15384615384615385,7,6,7.571626408784889,-5.728253008087317,9,4,0.28671331081927426,0.28671331081927426,0.5132410280456917,0.010152324518436577,0.005986770299298731
Spacing_10,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B02_2024-W30,2024-W30,6,0.3065313567145895,0.4594415515419712,0.6032240117195485,0.8333333333333334,1.9195940701437686,-2.0,0.3058410370293859,0.8277210820893218,1.3208490360147325,1.7151832460732983,1.839188140287537,0.16666666666666666,0,6,3.839188140287537,-2.0,5,1,0.4467567577828679,0.4467567577828679,0.4467567577828679,0.010129274320435045,0.005973177723476521
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B04_2020-W15,2020-W15,3,0.5821806556898478,0.0411764705882352,0.784491415536526,0.6666666666666666,6.073288571011531,-0.3442622950819672,-0.151542912246866,1.0454021310757553,1.6479375273682675,2.0496277915632755,1.7465419670695435,0.0,0,3,2.0908042621515106,-0.3442622950819672,2,1,0.9803059179983385,0.9803059179983385,0.9803059179983385,0.009619028259846113,0.005672288409377013
Spacing_10,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B06_2024-W34,2024-W34,6,0.28441461296252496,0.22189622121502234,0.46216963590263715,0.5,1.6642142567008875,-2.0,-0.3950976300272706,1.2859736972332392,1.8841496102005724,2.2227912932138283,1.7064876777751496,0.16666666666666666,0,6,4.275670227772152,-2.5691825499970022,3,3,0.5198696753495928,0.5198696753495928,0.5198696753495928,0.0093984304454705,0.005542203083519295
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B07_2024-W35,2024-W35,11,0.15173547352757535,0.0717948717948717,0.267468730884423,0.5454545454545454,1.2319023360859311,-2.0,-1.438692098092643,1.0074235993208829,2.595744680851064,3.712707182320442,1.669090208803329,0.2727272727272727,7,4,8.866474404988615,-7.197384196185286,6,5,0.41873545365805515,0.41873545365805515,0.7114949612466182,0.009192464990491922,0.005420746380051231
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B06_2022-W47,2022-W47,7,-0.22810489720970842,-0.1482602118003025,-0.3981661277228061,0.42857142857142855,0.6885937045242599,-2.0,-1.4896174863387976,0.7724726505865296,1.332404532949699,1.98581560283688,-1.596734280467959,0.2857142857142857,4,3,3.5307609040099392,-5.1274951844778975,3,4,0.5624327607631429,0.5624327607631429,0.5624327607631429,-0.008793966853860767,0.0051857542061528455
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B10_2020-W30,2020-W30,2,0.7941646191646193,0.7941646191646193,0.6406520985084982,0.5,4.565637065637066,-0.4454545454545455,0.1743550368550369,1.4139742014742018,1.7858599508599513,2.033783783783784,1.5883292383292387,0.0,2,0,2.033783783783784,-0.4454545454545455,1,1,1.0,1.0,1.0,0.008747676332715603,0.005158456938750916
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B08_2022-W36,2022-W36,2,0.6273902749954471,0.6273902749954471,1.18262959148644,1.0,inf,0.0968858131487889,0.362138044072118,0.8926425059187761,1.0517938444727737,1.1578947368421053,1.2547805499908942,0.0,1,1,1.2547805499908942,0.0,2,0,0.9227866473149493,0.9227866473149493,0.9227866473149493,0.006910666790629181,0.004075182448645771
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B13_2020-W33,2020-W33,3,0.3795497324406689,0.3359999999999999,0.49164649118154186,0.6666666666666666,2.2174396551724134,-0.9352818371607516,-0.29964091858037584,1.036965517241379,1.4575448275862066,1.7379310344827583,1.1386491973220068,0.0,3,0,2.0739310344827584,-0.9352818371607516,2,1,0.8379888268156424,0.8379888268156424,0.8379888268156424,0.006271076798382689,0.003698019724743829
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B01_2020-W12,2020-W12,2,-0.5119974059662775,-0.5119974059662775,-0.3440836783612988,0.5,0.4880025940337225,-2.0,-1.2559987029831388,0.23200389105058372,0.6784046692607005,0.976005188067445,-1.023994811932555,0.5,0,2,0.976005188067445,-2.0,1,1,1.0,1.0,1.0,-0.005639621159771911,0.003325653784737226
Spacing_10,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B03_2024-W31,2024-W31,2,0.4338662962447516,0.4338662962447516,0.3565666636454274,0.5,2.1083251162135515,-0.782922429344558,-0.17452806654990316,1.0422606590394063,1.4072972767161993,1.6506550218340612,0.8677325924895032,0.0,0,2,1.6506550218340612,-0.782922429344558,1,1,1.0,1.0,1.0,0.004779011604943423,0.0028181570323645663
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B04_2022-W45,2022-W45,13,0.05697495453650781,-0.0334128878281622,0.12914098134901575,0.46153846153846156,1.0981919690737332,-2.0,-0.7424242424242424,0.4405979543666404,2.4350724637681167,2.649462365591398,0.7406744089746016,0.23076923076923078,6,7,8.283800552197402,-7.5431261432228,6,7,0.3198365712569683,0.3198365712569683,0.6337021675635225,0.004079242414784657,0.00240550696425465
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B07_2020-W18,2020-W18,2,-0.21915660830518163,-0.21915660830518163,-0.403362292677423,0.5,0.42514873773918627,-0.762481089258699,-0.49081884878194026,0.052505632171577,0.21550297645763222,0.3241678726483357,-0.43831321661036327,0.0,0,2,0.3241678726483357,-0.762481089258699,1,1,1.0,1.0,1.0,-0.002413997084944514,0.0014235208916435521
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092020_generated.csv,2020 | COVID / crisis,B11_2020-W31,2020-W31,5,0.058896127045859725,0.2545454545454546,0.13125228569516664,0.6,1.163951642006496,-1.3333333333333333,-0.4628099173553719,0.5294117647058824,0.9957647058823531,1.3066666666666669,0.2944806352292986,0.0,5,0,2.0906238859180037,-1.7961432506887052,3,2,0.6250127894682992,0.6250127894682992,0.6250127894682992,0.0016218433943507237,0.0009563921883880046
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_062021_generated.csv,2021 | 2021 observed regime,B03_2021-W18,2021-W18,10,0.029356635226590842,0.4598007246376812,0.07606144204269394,0.7,1.0631325488743888,-2.0,-0.4773477157360406,0.701856549815498,1.089655798197326,1.6014760147601477,0.29356635226590844,0.2,8,2,4.943566352265909,-4.65,7,3,0.323951556557161,0.323951556557161,0.323951556557161,0.0016168080079539675,0.0009534228485416621
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B03_2022-W44,2022-W44,9,0.028867284600213247,-0.5711297071129706,0.030931061036287857,0.3333333333333333,1.0334450272946833,-2.0,-2.0,0.2955484167049105,1.9859154929577478,7.000000000000001,0.25980556140191924,0.3333333333333333,3,6,8.027942782902095,-7.768137221500176,3,6,0.8719543959516746,0.8719543959516746,0.8719543959516746,0.0014308714501623757,0.0008437770763129423
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092022_generated.csv,2022 | tightening / bear trend,B01_2022-W29,2022-W29,7,0.024359206036775913,-0.4375,0.04049374255474219,0.42857142857142855,1.0392401967340945,-2.0,-0.9539511642283124,1.1709493219129192,2.07474643705079,2.174018126888217,0.1705144422574314,0.14285714285714285,2,5,4.515916770714056,-4.345402328456625,3,4,0.481412354848263,0.481412354848263,0.481412354848263,0.0009391032507155452,0.0005537840559715002
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_122022_generated.csv,2022 | tightening / bear trend,B05_2022-W46,2022-W46,3,-0.04580611562333725,-0.0429777436684574,-0.09801815724022123,0.3333333333333333,0.847248639652425,-0.8566433566433567,-0.44981055015590704,0.35961250488667246,0.6011666540197504,0.7622027534418023,-0.13741834687001175,0.0,1,2,0.7622027534418023,-0.8996211003118141,1,2,1.0,1.0,1.0,-0.0007568274836142808,0.0004462970320114161
Spacing_10,tables/apva_forward_signed_return_dataset_generated.csv,generated | legacy generated regime,B04_2024-W32,2024-W32,5,0.01751625036624447,0.1204424416222859,0.027815081893309414,0.6,1.0394732402619595,-2.0,-0.21875,0.2322606436138317,1.2650811574025957,1.9536281665951047,0.08758125183122234,0.2,0,5,2.3063312518312227,-2.21875,3,2,0.8470718007415143,0.8470718007415143,0.8470718007415143,0.0004823511557587912,0.00028443984113047706
Spacing_10,tables/apva_forward_signed_return_dataset_es_nq_092024_generated.csv,2024 | modern mixed regime,B06_2024-W34,2024-W34,10,0.007139726174349858,0.018210717529518652,0.018147688895498518,0.5,1.0157254792918462,-2.0,-0.7191429317478809,0.43951701957319933,1.6132362637899673,2.2227912932138283,0.07139726174349859,0.1,4,6,4.611625283951927,-4.540228022208429,5,5,0.4819973775729258,0.4819973775729258,0.4819973775729258,0.0003932183087124164,0.00023187868822208395
